Start_push	End_push	Pushes_duration	X	Y	Z	80ArAr(ArAr80Di)	Myelope_276((2967))Y89(Y89Di)	Histone_126((2979))In113(In113Di)	SMA_174((2780))In115(In115Di)	131Xe(Xe131Di)	134Xe(Xe134Di)	136Ba(Ba136Di)	138La(La138Di)	CD16_1820((2945))Pr141(Pr141Di)	CD38_1719((2961))Nd142(Nd142Di)	HLA-DR_1849((2953))Nd143(Nd143Di)	CD27_2231((2946))Nd144(Nd144Di)	CD15_627((2954))Nd145(Nd145Di)	CD45RA_732((2955))Nd146(Nd146Di)	CD163_1863((2947))Sm147(Sm147Di)	Beta-2M_1855((2962))Nd148(Nd148Di)	CD20_36((2980))Sm149(Sm149Di)	CD68_77((2963))Nd150(Nd150Di)	Indolea_2281((2981))Eu151(Eu151Di)	CD3_1841((2941))Sm152(Sm152Di)	LAG-3_1817((2982))Eu153(Eu153Di)	CD11c_2406((2983))Sm154(Sm154Di)	CD279(P_1743((2762))Gd155(Gd155Di)	CD140b(_1938((2948))Gd156(Gd156Di)	CD7_2258((2956))Gd158(Gd158Di)	Granzym_2215((2819))Tb159(Tb159Di)	CD274(B_2298((2949))Gd160(Gd160Di)	TCF1TCF_2221((2984))Dy161(Dy161Di)	CD45RO_2014((2950))Dy162(Dy162Di)	FOXP3_115((2942))Dy163(Dy163Di)	CD278(I_1815((2951))Dy164(Dy164Di)	CD8a_1718((2957))Ho165(Ho165Di)	Carboni_2443((2985))Er166(Er166Di)	CD33_2237((2986))Er167(Er167Di)	Ki-67_142((2965))Er168(Er168Di)	VISTA_2024((2966))Tm169(Tm169Di)	CD40_2255((2821))Er170(Er170Di)	CD4_2293((2943))Yb171(Yb171Di)	CD14_2275((2958))Yb172(Yb172Di)	E-Cadhe_103((2959))Yb173(Yb173Di)	CD303_2313((2952))Yb174(Yb174Di)	CD206(M_324((2960))Lu175(Lu175Di)	cleaved_198((2944))Yb176(Yb176Di)	DNA1(Ir191Di)	DNA2(Ir193Di)	196Pt(Pt196Di)	206Pb(Pb206Di)
510912	511103	192	134	3	1934	7981.847	0.000	3.087	0.000	91.527	39.809	38.649	8.948	1.000	1.327	3.856	1.000	2.274	0.000	1.000	2.000	3.203	1.000	1.000	0.000	0.000	2.717	2.103	0.000	2.091	1.094	0.000	1.099	3.338	2.884	0.000	0.000	1.884	7.247	2.000	0.000	4.559	5.993	2.128	29.727	5.935	0.000	0.000	34.804	70.697	0.000	0.000
511104	511295	192	135	3	1935	8528.962	0.000	7.089	6.376	97.644	42.925	33.950	1.000	0.000	0.000	3.144	0.000	3.145	0.000	0.000	2.221	0.000	2.479	1.167	0.000	0.000	1.000	1.000	1.000	0.000	1.000	1.419	1.000	3.366	0.000	2.368	0.000	3.945	3.345	1.447	2.010	0.000	0.000	4.124	21.934	1.034	0.000	0.000	31.999	73.006	1.000	0.000
511296	511487	192	136	3	1936	8817.152	0.000	4.029	0.000	97.314	54.293	47.501	3.810	0.000	1.000	1.516	0.000	0.000	0.000	0.000	3.978	0.000	3.462	0.000	1.771	1.000	0.000	0.000	2.907	2.000	3.478	1.419	1.423	3.977	2.437	0.000	0.000	0.000	1.000	2.302	0.000	0.000	1.000	4.319	40.674	5.001	1.000	0.000	33.098	65.179	3.121	2.255
511488	511679	192	137	3	1937	8574.374	0.000	15.494	0.000	89.216	31.774	38.127	2.924	0.000	0.000	3.062	0.000	0.000	1.434	0.000	4.002	0.000	1.000	2.231	0.000	2.205	0.000	3.147	9.465	2.119	4.186	0.000	5.621	9.103	0.000	0.000	0.000	0.000	1.181	0.000	0.000	2.553	1.391	2.000	34.046	2.234	1.805	0.000	40.998	102.879	2.000	1.000
511680	511871	192	138	3	1938	7941.955	0.000	6.347	4.565	75.179	35.270	34.382	2.496	3.354	0.000	5.258	0.000	1.000	0.000	0.000	3.034	0.000	1.228	4.619	1.645	0.000	1.000	1.000	0.000	3.274	1.676	2.322	4.977	3.523	1.000	1.000	0.000	3.469	0.492	1.282	2.867	0.000	2.550	2.162	36.609	4.601	0.000	1.000	27.238	40.400	3.050	0.000
511873	512064	192	139	3	1939	8770.981	0.000	4.087	0.000	87.287	40.721	28.078	7.383	0.000	0.000	7.639	0.000	0.000	1.000	0.000	1.096	0.000	2.000	8.121	0.000	0.000	3.115	0.000	1.000	0.000	3.445	0.000	4.136	4.959	0.000	0.000	1.000	0.000	0.000	0.000	2.472	1.255	5.079	8.107	40.179	2.801	1.805	0.000	17.199	51.541	1.683	0.000
512065	512256	192	140	3	1940	8481.566	1.000	9.577	1.000	89.845	40.643	31.951	2.000	0.000	0.000	5.969	1.519	0.000	2.000	0.000	3.445	0.000	1.133	0.000	1.803	0.000	0.000	0.000	2.000	2.632	0.000	0.000	1.035	3.588	2.000	0.000	3.775	0.000	1.017	0.000	3.164	0.000	4.503	4.394	27.466	5.736	0.000	0.000	36.906	34.266	0.000	0.000
512257	512448	192	141	3	1941	7925.876	0.000	6.661	2.587	71.140	41.744	23.462	2.000	1.000	0.000	21.970	1.000	0.000	0.000	0.000	7.130	0.000	4.896	1.262	2.277	1.078	0.000	0.000	0.000	6.104	6.698	0.000	4.233	1.000	1.657	0.000	4.036	1.000	4.346	0.000	1.813	3.072	4.232	6.025	29.758	5.068	0.000	2.345	26.660	23.778	0.000	3.151
512449	512640	192	142	3	1942	8274.089	0.000	2.744	1.000	77.109	36.154	42.079	0.000	6.801	0.000	33.949	1.550	1.461	1.000	3.656	4.850	1.000	8.673	1.000	3.594	0.000	3.000	0.000	0.000	9.007	7.111	0.000	2.261	9.792	1.000	1.000	15.720	2.931	2.000	0.000	3.032	2.090	5.404	13.758	54.582	2.334	0.000	1.943	12.789	13.255	2.630	2.864
512641	512832	192	143	3	1943	8377.043	0.000	1.372	0.000	86.457	45.958	28.114	4.863	1.000	1.666	21.104	2.077	4.456	0.000	2.937	6.230	0.000	3.416	1.041	11.261	0.000	1.494	1.020	1.000	7.338	5.025	0.000	0.000	10.853	0.000	1.921	24.142	0.000	0.000	0.000	0.000	3.766	3.748	18.961	57.917	1.000	1.000	0.000	6.508	15.961	3.157	0.000
512834	513025	192	144	3	1944	8865.368	0.000	2.402	1.409	78.477	61.523	39.568	6.680	1.000	0.000	56.095	1.000	7.694	2.000	2.625	4.000	2.256	2.959	2.041	11.256	0.000	2.162	1.052	0.000	4.146	1.512	0.000	0.000	16.191	0.000	5.015	30.544	0.000	2.590	2.348	3.373	3.000	11.133	20.268	71.816	4.235	2.173	0.000	8.663	9.175	2.192	0.000
513026	513217	192	145	3	1945	8167.255	2.004	0.000	0.000	88.006	50.920	34.312	3.916	2.200	4.838	70.879	2.085	11.978	2.807	13.811	3.004	1.000	3.997	1.925	16.905	1.237	2.113	1.000	1.533	6.398	4.639	4.419	0.000	26.155	2.007	9.458	22.771	1.000	2.000	2.000	1.351	9.598	10.550	31.964	78.630	8.069	10.657	0.000	5.721	11.588	1.000	1.000
513218	513409	192	146	3	1946	7860.052	0.000	0.000	0.000	77.748	37.285	28.243	3.390	15.940	0.000	101.488	4.209	7.269	2.620	15.216	8.170	0.000	11.939	0.000	12.801	1.078	3.000	1.243	0.000	16.709	5.636	5.387	2.714	34.499	2.202	8.146	15.262	3.469	4.199	0.000	6.899	8.169	18.311	48.187	73.986	4.401	6.239	0.000	4.091	5.090	1.332	1.000
513410	513601	192	147	3	1947	8306.707	0.000	0.000	0.000	84.629	34.464	21.855	1.405	11.816	1.000	72.538	4.139	4.787	4.737	18.747	8.794	2.009	0.000	1.893	4.000	0.000	3.956	0.000	1.693	11.598	2.000	2.355	1.000	26.868	0.000	17.255	5.223	1.276	1.590	0.000	0.000	6.021	10.490	42.133	33.613	1.301	3.738	2.345	1.000	1.000	0.000	1.000
513602	513793	192	148	3	1948	8205.640	0.000	0.000	1.000	74.968	38.608	21.394	1.580	12.462	1.000	128.458	5.674	0.000	0.000	19.622	7.103	0.565	7.532	2.240	6.000	1.000	5.034	2.000	1.821	9.815	1.416	7.419	6.303	29.372	3.202	15.226	0.000	3.865	3.000	0.000	2.186	14.871	29.391	64.111	14.251	8.168	6.239	1.000	0.000	2.602	0.000	0.000
513795	513986	192	149	3	1949	8191.689	0.000	1.000	1.000	72.070	29.272	29.509	3.435	12.878	1.000	104.003	8.194	1.834	2.000	21.901	2.315	2.000	5.550	0.000	21.947	0.000	9.262	1.000	0.000	32.059	4.000	5.645	1.000	30.641	2.267	30.866	0.000	4.076	2.526	0.000	5.800	9.574	28.821	61.036	8.294	2.434	4.042	5.618	1.000	1.000	0.000	0.000
513987	514178	192	150	3	1950	7905.730	0.000	0.000	1.000	73.379	37.968	13.416	2.993	15.309	4.962	174.222	5.419	2.580	1.153	4.874	2.188	1.036	4.794	2.735	10.251	0.000	6.699	3.410	0.000	16.763	3.000	1.000	2.134	35.244	3.599	18.441	1.110	3.000	1.050	0.000	0.000	9.973	26.676	85.593	24.173	2.000	3.905	0.000	1.000	2.000	2.000	0.000
514179	514370	192	151	3	1951	8062.040	0.000	0.000	0.000	64.282	56.507	31.390	2.771	11.893	1.172	66.435	3.636	2.000	8.071	2.281	8.450	1.000	3.738	1.000	5.277	0.000	6.196	2.000	1.437	18.919	4.025	1.387	3.845	34.165	2.469	22.600	0.000	1.145	1.771	0.000	3.406	9.829	15.722	80.726	37.046	2.601	1.304	1.000	1.000	2.149	4.944	0.000
514371	514562	192	152	3	1952	8214.265	0.000	0.000	1.581	52.721	27.922	20.672	0.000	7.016	0.000	27.073	1.000	0.000	0.000	6.811	1.879	0.000	2.644	3.218	0.000	0.000	0.000	1.000	0.000	4.605	1.866	0.000	2.002	23.692	0.000	21.121	4.362	0.000	1.000	1.000	2.417	1.751	16.517	41.834	26.462	0.000	0.000	0.000	3.496	5.045	2.297	2.075
514563	514754	192	153	3	1953	8203.442	0.000	5.860	0.000	86.127	42.044	30.418	0.000	5.462	1.882	15.031	1.984	0.000	0.000	0.000	5.165	0.000	1.196	6.806	1.075	0.000	0.000	0.000	0.000	0.000	5.213	0.000	1.000	4.593	1.000	8.322	0.000	2.749	0.000	3.170	3.900	0.000	8.020	21.728	7.123	4.201	2.000	0.000	20.950	30.360	3.000	1.000
514756	514947	192	154	3	1954	7465.141	1.000	8.175	0.000	79.619	28.602	27.713	2.000	0.000	0.000	3.371	1.085	0.000	2.213	0.000	0.000	0.000	0.000	2.420	1.000	0.000	1.939	0.000	0.000	3.632	4.086	0.000	1.000	4.977	1.000	0.716	0.000	0.000	3.345	0.000	0.000	1.000	3.152	8.373	11.057	1.434	0.000	1.000	28.134	58.035	3.471	0.000
514948	515139	192	155	3	1955	8223.554	0.000	6.833	1.000	85.275	39.089	26.645	0.000	2.031	1.635	3.577	1.000	0.000	0.000	0.000	5.508	0.000	1.000	1.000	4.214	0.000	2.988	0.000	3.897	0.000	2.030	0.000	1.746	8.602	2.079	4.443	2.861	5.090	0.000	2.085	1.000	0.000	4.252	3.489	10.157	1.467	2.206	1.474	44.697	51.725	0.000	1.000
515140	515331	192	156	3	1956	8089.301	1.000	9.946	1.000	75.249	31.824	21.424	0.000	2.723	0.000	8.701	0.000	0.000	1.527	0.000	5.445	0.000	2.109	1.000	0.000	0.000	0.000	0.000	2.054	0.000	2.319	0.000	5.000	2.653	6.743	0.000	1.000	0.000	3.329	2.000	5.845	1.288	1.026	5.523	30.764	2.668	0.000	1.000	34.680	46.684	0.000	2.617
515332	515523	192	157	3	1957	7958.686	1.496	8.430	1.000	78.319	24.481	19.303	5.000	0.000	0.000	4.732	0.000	2.000	0.000	0.000	0.000	0.000	0.000	4.767	3.954	4.312	0.000	0.000	1.000	1.000	11.203	1.000	1.000	5.246	2.177	3.615	0.000	0.000	6.330	10.740	0.000	0.000	4.040	9.651	21.239	5.569	1.170	0.000	36.600	55.168	1.753	0.000
515524	515715	192	158	3	1958	8068.259	1.577	4.086	0.000	85.198	44.635	30.749	3.993	1.000	0.524	3.000	0.000	7.077	1.278	1.000	9.112	1.884	7.012	2.000	2.000	0.000	0.000	1.657	1.118	3.857	4.799	0.000	4.000	13.511	5.599	1.498	0.000	0.000	3.247	2.151	0.000	0.000	7.450	3.394	40.907	5.834	1.000	0.000	33.653	57.029	3.157	0.000
515717	515908	192	159	3	1959	8681.191	0.000	9.863	0.000	80.587	33.610	29.263	2.099	0.000	0.000	5.000	1.000	3.710	0.000	2.437	11.241	0.000	6.375	0.000	0.664	1.903	0.000	0.000	1.437	1.027	2.223	0.000	2.714	1.000	1.000	3.000	0.000	0.000	5.264	1.447	0.428	5.922	2.424	5.518	54.850	4.668	1.504	0.000	38.755	59.761	1.000	1.000
515909	516100	192	160	3	1960	8394.098	0.000	2.801	1.000	71.218	45.774	25.918	1.000	2.154	0.000	10.825	0.000	2.150	0.000	0.000	5.758	0.000	1.000	2.167	4.005	0.000	0.000	0.000	1.000	4.526	3.285	1.000	3.425	2.139	1.000	3.475	1.534	0.000	4.674	1.000	0.000	1.454	4.702	6.742	67.919	2.000	1.003	0.000	15.586	33.465	0.000	1.039
516101	516292	192	161	3	1961	8079.256	0.000	3.088	0.719	90.156	39.341	32.577	3.985	1.846	0.000	17.268	1.000	2.704	0.000	0.000	2.000	1.476	2.000	1.000	1.075	0.000	1.000	0.000	0.000	5.109	2.000	2.097	1.132	3.847	2.794	3.192	4.787	0.000	9.134	1.000	1.582	0.000	7.305	12.240	102.569	6.435	0.000	1.000	9.455	11.035	1.543	2.760
516293	516484	192	162	3	1962	7726.664	1.000	0.000	0.000	87.187	33.550	29.848	1.000	2.631	0.000	9.413	0.000	1.000	0.000	0.000	14.020	2.575	0.000	4.966	0.506	0.000	2.000	0.000	1.000	3.852	0.000	1.516	2.002	11.107	1.422	0.000	2.416	1.000	2.574	0.000	0.000	3.643	6.940	1.000	81.334	1.301	2.607	0.000	3.953	15.952	2.104	0.000
516485	516676	192	163	3	1963	8462.612	0.000	0.000	0.000	92.938	51.328	34.569	7.650	1.000	0.000	4.794	0.000	1.772	0.000	0.000	5.168	0.000	0.000	1.000	2.771	0.000	1.081	0.000	0.000	7.205	3.671	5.838	1.035	3.209	3.202	2.000	0.000	2.160	5.067	1.282	0.000	3.081	3.649	7.833	60.351	5.535	1.000	0.000	1.000	9.453	3.822	1.000
516677	516868	192	164	3	1964	8482.674	1.000	0.000	0.000	92.097	26.668	29.252	7.543	0.000	0.000	6.980	2.046	3.021	1.000	0.000	10.890	0.000	1.322	1.000	1.000	0.000	0.000	0.000	0.000	1.706	3.158	0.000	1.000	3.047	2.664	0.000	0.000	0.000	0.000	0.000	3.702	3.586	2.854	4.195	77.418	5.669	0.000	1.000	1.000	6.956	1.000	0.000
516870	517061	192	165	3	1965	8147.193	0.000	1.000	0.000	78.520	48.016	24.819	5.260	1.292	0.000	7.031	0.000	0.000	1.000	0.000	1.034	0.000	6.000	2.925	0.000	0.000	4.577	0.000	1.054	2.279	9.950	1.000	7.173	3.074	1.365	2.335	0.000	0.000	1.443	0.000	4.494	0.000	2.358	10.842	54.731	10.669	0.000	0.000	4.803	2.985	1.000	1.470
517062	517253	192	166	3	1966	7828.221	2.000	1.000	0.000	82.947	34.041	29.318	2.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	6.351	0.000	0.000	1.000	1.000	0.000	2.000	0.000	1.000	5.788	2.188	0.000	0.000	1.000	0.000	1.661	0.000	0.000	2.000	1.085	4.900	0.000	6.748	3.784	22.775	0.000	0.000	0.000	7.225	17.942	1.543	1.000
517254	517445	192	167	3	1967	8575.503	0.000	0.000	1.000	85.017	22.388	26.280	0.000	0.000	0.000	0.000	1.000	3.704	1.434	0.000	3.221	0.000	1.850	1.136	0.000	0.000	0.000	0.000	0.000	0.000	4.250	1.290	4.072	1.000	0.000	0.000	2.000	0.000	0.000	1.000	6.043	0.000	0.000	1.000	26.398	2.000	1.000	0.000	9.993	17.593	0.000	0.000
517446	517637	192	168	3	1968	9005.107	0.000	2.000	0.000	125.709	41.278	29.820	1.619	1.785	0.000	1.000	0.000	3.000	3.054	0.000	4.101	0.000	0.000	3.799	4.365	0.000	0.000	0.000	0.000	3.825	2.480	0.000	1.000	4.760	0.000	2.042	0.000	1.931	2.902	0.000	1.121	0.000	2.457	7.912	23.734	3.101	0.000	1.106	25.798	40.849	1.122	1.000
517638	517829	192	169	3	1969	8679.577	0.000	2.000	0.000	77.667	26.847	36.177	3.000	0.000	0.000	0.000	0.000	2.119	0.000	0.000	4.944	0.000	3.266	1.000	1.000	0.000	1.000	0.000	0.000	3.252	1.158	0.000	0.000	1.000	1.007	1.000	0.000	0.000	0.000	0.000	0.000	0.000	8.219	1.000	15.443	0.000	0.000	0.000	43.014	54.935	1.122	0.000
517831	518022	192	170	3	1970	7884.875	0.000	4.430	0.000	96.356	44.452	28.536	0.000	0.000	0.000	1.000	1.767	4.321	0.000	0.000	0.000	1.036	1.000	1.000	2.000	0.000	0.000	1.000	3.194	0.000	1.995	0.000	5.395	4.991	1.000	1.489	0.000	1.000	0.000	0.000	2.088	1.000	1.755	2.859	16.914	2.200	0.000	1.273	46.389	75.588	0.947	0.000
518023	518214	192	171	3	1971	8276.509	0.000	0.000	1.000	65.089	43.986	31.313	1.000	0.000	0.000	0.000	1.000	4.181	1.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	1.208	2.466	0.000	1.252	0.000	0.000	0.000	4.047	0.000	3.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	18.814	1.000	1.000	0.000	61.460	72.055	0.000	2.039
518215	518406	192	172	3	1972	8270.902	0.000	2.000	1.000	70.202	30.053	28.268	3.016	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	3.829	0.000	0.000	5.301	0.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	2.881	0.000	4.000	0.000	0.000	0.000	46.268	80.151	1.052	0.000
518407	518598	192	173	3	1973	8015.177	0.000	4.173	0.000	94.325	31.046	32.020	3.443	0.000	0.000	1.000	1.000	3.549	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	1.000	2.789	0.000	3.861	0.000	5.203	7.732	1.000	0.000	2.000	0.000	0.000	1.000	0.000	0.000	0.000	4.224	4.562	0.000	0.000	0.000	86.102	93.818	2.314	1.075
518599	518790	192	174	3	1974	8496.385	0.000	2.287	0.000	102.423	50.923	25.351	1.000	1.000	0.000	0.959	0.000	4.243	0.000	1.281	1.472	0.000	0.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	1.448	0.000	2.099	4.236	0.000	0.000	1.208	0.000	1.000	0.000	0.000	0.000	2.351	2.000	0.000	0.000	0.000	0.000	62.393	92.027	3.000	0.000
518792	518983	192	175	3	1975	8567.013	0.000	1.401	0.000	75.260	34.300	30.067	2.374	1.000	0.000	19.372	0.000	0.622	0.000	0.000	1.127	0.000	0.000	0.000	2.044	0.000	0.000	1.000	1.000	6.911	1.866	1.645	3.587	2.528	1.000	0.000	6.570	0.000	0.000	0.000	0.000	0.000	0.000	4.489	3.730	1.000	1.604	0.000	34.231	78.911	1.297	0.287
518984	519175	192	176	3	1976	8897.231	0.000	3.116	0.000	71.668	33.739	28.200	0.000	1.000	0.000	7.784	0.000	1.399	1.994	1.000	5.040	0.000	0.000	4.417	5.650	0.000	3.430	0.000	1.469	15.822	0.000	0.000	0.000	13.214	0.000	3.322	33.288	1.000	0.000	1.447	0.000	3.898	1.000	13.223	9.556	0.000	1.437	0.000	55.519	65.657	2.262	2.290
519176	519367	192	177	3	1977	8358.345	0.000	1.773	1.897	95.206	42.630	40.340	2.000	1.000	0.000	6.155	3.085	1.000	1.402	1.000	6.948	1.000	1.731	1.000	11.706	1.000	4.497	0.000	2.278	20.911	12.945	1.000	0.000	6.871	0.000	0.000	55.404	0.000	0.000	1.000	1.450	1.156	3.325	6.485	12.916	2.534	1.103	2.747	19.077	29.918	1.508	2.000
519368	519559	192	178	3	1978	7977.746	0.000	1.000	1.000	80.218	53.958	17.963	1.000	1.000	0.000	2.000	0.000	2.000	3.833	1.562	1.000	0.000	0.000	0.000	1.044	0.000	0.000	0.000	1.000	21.459	11.688	0.000	1.000	8.348	1.000	2.628	33.688	0.000	4.756	0.000	0.000	1.000	1.391	3.987	13.814	1.000	1.136	0.000	22.216	39.550	1.000	0.000
519560	519751	192	179	3	1979	8476.209	0.000	4.000	1.000	87.906	35.192	18.449	3.000	2.000	0.000	5.237	0.000	7.937	0.000	1.093	3.443	2.418	0.000	0.000	10.674	1.000	0.000	1.000	0.000	27.467	15.131	0.000	1.843	2.167	1.072	0.000	22.127	0.000	0.000	0.000	2.000	1.387	3.556	5.547	7.789	2.501	0.000	0.000	43.755	77.066	2.174	0.000
519753	519944	192	180	3	1980	8622.186	0.000	3.887	1.000	76.021	38.043	24.280	5.000	0.000	0.000	10.413	1.271	4.000	0.000	0.000	0.000	0.000	5.196	0.000	8.448	2.871	2.081	0.000	5.460	20.017	21.289	4.677	1.000	2.199	1.000	0.000	22.005	2.749	8.593	1.512	1.318	0.000	0.000	10.099	2.564	0.000	0.000	0.000	35.468	71.761	2.000	0.000
519945	520136	192	181	3	1981	8321.300	0.000	3.029	0.000	88.628	50.003	29.561	1.000	0.000	0.000	11.938	0.000	3.829	0.000	2.625	0.000	1.884	2.196	1.000	19.772	1.000	2.893	0.000	1.000	43.035	19.900	1.000	2.584	1.000	0.000	2.000	33.430	0.000	3.017	1.000	0.000	2.387	0.000	9.476	1.000	3.701	0.000	0.000	41.680	93.814	0.000	1.000
520137	520328	192	182	3	1982	8140.624	0.000	2.373	0.000	96.156	38.522	42.750	5.665	3.000	0.000	21.898	0.000	9.652	1.309	7.374	6.168	1.000	3.000	2.672	15.304	2.681	0.000	1.000	2.000	54.640	29.524	3.580	0.000	3.167	2.000	1.000	27.534	0.000	3.000	2.677	3.230	2.000	1.887	16.402	3.395	1.000	0.000	0.000	43.558	96.814	4.104	0.000
520329	520520	192	183	3	1983	8477.771	1.000	3.001	0.000	95.754	43.721	29.956	2.718	3.939	0.000	18.341	0.000	2.145	2.184	2.000	3.817	0.000	1.000	1.294	7.365	0.000	5.482	1.000	0.000	24.521	18.873	4.516	1.261	7.570	1.235	2.000	54.670	0.000	1.000	1.723	1.000	6.616	3.914	14.663	11.182	1.134	0.000	0.000	36.726	70.603	0.000	1.000
520521	520712	192	184	3	1984	9186.321	0.000	2.144	0.000	114.203	39.965	23.026	4.726	4.339	1.000	32.764	0.000	1.000	0.000	13.841	8.101	0.000	4.053	0.000	10.224	2.427	2.384	3.537	0.000	27.200	97.472	2.000	0.000	3.236	3.112	0.000	39.865	1.000	3.082	2.000	0.000	1.000	10.344	29.603	17.413	4.802	0.000	1.000	31.999	54.517	1.000	2.183
520714	520905	192	185	3	1985	8227.402	1.000	1.000	1.000	81.716	43.379	25.923	1.000	4.077	1.000	29.207	3.457	2.052	2.306	2.999	6.418	0.000	1.567	0.000	6.587	1.490	3.558	1.000	0.000	12.704	11.846	3.161	1.714	4.797	0.000	0.000	32.759	1.000	5.707	4.419	1.000	11.052	6.490	37.552	41.468	2.334	2.170	2.000	28.578	32.972	1.000	1.000
520906	521097	192	186	3	1986	7583.524	0.000	1.000	0.000	90.847	35.560	27.855	4.756	5.754	0.000	63.858	1.000	1.155	1.000	16.403	5.823	2.355	6.022	1.357	8.535	4.171	4.369	1.000	0.000	19.968	6.406	1.000	0.000	11.163	2.000	2.000	68.550	0.000	2.607	1.808	3.516	5.063	8.834	44.021	25.069	3.534	2.607	0.000	18.528	19.280	3.682	0.000
521098	521289	192	187	3	1987	7977.482	0.000	1.172	0.000	80.110	26.570	26.366	2.000	10.355	1.000	45.991	0.000	2.000	1.000	6.280	3.130	0.000	3.000	3.262	5.815	0.000	6.450	0.000	0.000	21.005	2.191	2.419	0.000	4.885	1.000	6.201	69.356	0.000	2.066	0.000	2.384	5.213	0.132	26.566	21.709	1.000	1.000	0.000	1.000	4.000	0.000	0.000
521290	521481	192	188	3	1988	7925.641	0.000	0.000	0.000	79.889	29.766	21.189	2.619	7.185	0.000	35.640	0.000	0.000	0.000	0.000	3.098	1.570	5.494	4.010	5.530	1.617	5.621	1.434	0.000	7.365	2.510	0.000	0.000	8.204	4.144	1.000	33.635	0.000	0.000	0.000	0.000	1.000	5.583	29.811	29.294	5.269	3.109	1.508	1.283	7.906	0.000	0.000
521482	521673	192	189	3	1989	8044.315	0.000	0.000	0.000	99.355	43.681	31.982	1.977	0.000	1.000	32.042	1.147	0.000	2.000	3.874	0.000	0.000	21.745	4.818	0.000	0.000	3.017	0.000	1.118	1.000	0.000	3.032	1.000	1.000	1.000	2.172	8.722	0.000	3.854	0.000	2.000	7.400	4.245	14.687	31.032	1.000	0.000	0.000	1.387	5.000	0.000	1.000
521674	521865	192	190	3	1990	8308.031	0.000	0.000	0.000	100.734	40.980	35.168	4.000	2.200	0.000	7.516	1.000	2.000	0.000	1.750	6.790	0.000	11.138	5.913	1.000	0.000	3.017	1.000	0.000	1.000	2.094	2.193	0.000	4.922	1.000	3.000	3.273	2.389	6.658	2.269	0.000	3.997	4.781	21.028	29.621	3.000	0.000	0.000	4.947	3.125	0.000	0.968
521867	522058	192	191	3	1991	8596.350	0.000	0.000	0.000	111.686	41.572	37.218	3.901	1.077	1.000	11.536	2.233	0.000	1.000	2.093	7.568	1.000	31.435	6.386	0.000	2.251	4.257	0.000	1.000	3.402	0.000	7.903	1.326	5.570	1.000	1.000	3.905	1.000	6.903	3.334	2.439	2.940	5.026	5.576	29.030	2.768	2.000	0.000	1.526	5.796	0.000	1.000
522059	522250	192	192	3	1992	9039.077	0.000	0.000	0.000	111.131	50.379	48.350	1.947	4.108	2.000	21.794	1.000	0.000	1.028	15.746	11.367	0.000	55.709	1.451	1.139	0.000	4.875	0.000	1.000	3.985	2.126	0.000	3.233	11.700	2.079	2.856	5.701	0.000	8.937	2.630	0.000	2.709	15.782	19.318	43.498	6.468	4.941	0.000	1.000	5.528	0.000	2.222
522251	522442	192	193	3	1993	8305.183	0.000	0.000	0.000	79.890	41.530	51.807	2.000	3.447	1.000	40.094	6.395	1.901	2.122	21.214	7.483	0.000	77.256	2.578	1.075	1.617	3.000	0.000	1.000	2.985	1.000	1.742	2.425	15.381	1.000	2.010	0.000	2.000	23.812	2.893	2.043	0.000	8.311	24.529	29.897	4.235	13.228	0.000	1.976	0.000	3.980	1.039
522443	522634	192	194	3	1994	8254.640	0.000	0.000	0.000	104.504	52.880	24.468	2.283	9.432	1.789	64.250	2.457	5.284	1.000	17.873	4.443	2.601	138.645	3.000	1.297	0.000	3.000	2.454	1.000	3.027	5.735	2.193	0.000	17.525	0.000	1.270	2.045	3.800	18.300	2.315	3.351	13.547	15.298	44.875	65.731	6.034	4.643	5.987	3.635	1.000	0.877	0.000
522635	522826	192	195	3	1995	8662.081	1.000	0.000	1.000	100.594	36.527	31.357	2.252	7.170	3.000	118.303	6.876	4.456	6.830	29.118	10.141	0.000	212.777	4.556	8.528	1.000	7.783	1.243	0.000	17.630	3.285	6.258	4.552	25.363	0.000	3.000	5.113	8.039	32.043	1.000	1.219	6.751	24.656	56.604	48.437	3.100	6.484	0.000	0.000	7.214	2.000	0.000
522828	523019	192	196	3	1996	8320.551	3.229	0.000	0.000	78.019	28.776	23.703	1.649	12.432	1.820	97.983	11.310	2.616	1.371	26.527	9.454	0.000	224.788	6.512	5.290	1.000	9.670	1.000	2.086	19.257	5.705	4.838	3.000	26.196	2.014	12.086	1.959	4.221	28.449	1.000	2.944	8.781	22.748	45.306	42.476	6.002	6.273	5.139	8.790	8.827	0.000	0.000
