Experiment Time (minutes),Reads,Basecalled Reads Passed,Basecalled Reads Failed,Basecalled Reads Skipped,Selected Raw Samples,Selected Events,Estimated Bases,Basecalled Bases,Basecalled Samples
2635,6108104,6138474,467526,0,1225003021371,149491530856,89692476474,89793731330,1224708324864
2636,6111163,6140360,467659,0,1225482637544,149550808194,89728041639,89815256737,1224987829966
2637,6114172,6142701,467803,0,1225968601722,149610577686,89763902153,89840734876,1225319358237
2638,6117285,6145417,468000,0,1226451273529,149670066904,89799594438,89873716432,1225762972810
2639,6120454,6147707,468168,0,1226930766417,149729043008,89834978853,89898325561,1226081540592
2640,6123733,6150009,468387,0,1227404445952,149787310035,89869937746,89922241561,1226392677312
2641,6126889,6153253,468634,0,1227881575095,149846176809,89905256572,89960210975,1226881581944
2642,6130095,6156520,468886,0,1228380839694,149907582856,89942098897,90002986461,1227453659116
2643,6133264,6160411,469177,0,1228842135196,149964528706,89976265143,90050349286,1228091680079
2644,6136327,6162943,469348,0,1229303654359,150021355769,90010360146,90078796221,1228462157582
2645,6139409,6166877,469903,0,1229786295413,150080754058,90045997888,90122747181,1229049658260
2646,6143817,6172527,470320,0,1230489080470,150166819944,90097635655,90197994338,1230064442797
2647,6146837,6175065,470493,0,1230761794902,150200773343,90118006478,90213700100,1230263732615
2648,6150001,6178500,470715,0,1231195938463,150254253727,90150093420,90250928733,1230748850100
2649,6153232,6180982,470886,0,1231666066469,150312119739,90184811714,90276080472,1231078143620
2650,6156454,6182982,471022,0,1232123459917,150368341351,90218543373,90295146466,1231326818805
2651,6159829,6185617,471169,0,1232619899632,150429545391,90255264445,90321124603,1231661278819
2652,6163090,6188936,471401,0,1233081159663,150486242451,90289281344,90357794315,1232138528181
2653,6166309,6192567,471683,0,1233536647086,150542255926,90322888155,90394152962,1232617205505
2654,6169435,6196434,471945,0,1233997134726,150598950951,90356903909,90441044149,1233244349442
2655,6172486,6198348,472061,0,1234459002758,150656008593,90391137267,90461229090,1233505207828
2656,6175733,6200758,472223,0,1234926705229,150713594783,90425687702,90484747210,1233809606945
2657,6178890,6202835,472356,0,1235378332555,150769243278,90459075533,90504295861,1234060945256
2658,6182138,6208369,472629,0,1235869546621,150829575939,90495273846,90561763068,1234805562723
2659,6185231,6211850,472843,0,1236309973237,150883789124,90527800511,90604023593,1235369509768
2660,6188401,6213876,472977,0,1236760058131,150939197640,90561044374,90624413234,1235631644858
2661,6191574,6217789,473185,0,1237230149113,150996937374,90595686939,90663791426,1236148714177
2662,6194766,6220063,473294,0,1237682298658,151052542831,90629048937,90690528550,1236509733189
2663,6197912,6222594,473414,0,1238125113983,151107043681,90661748164,90714189269,1236814616756
2664,6201041,6227383,473670,0,1238580686112,151162991162,90695315399,90770964343,1237566059502
2665,6204165,6229965,473787,0,1239035157416,151218893361,90728855500,90800805558,1237966675283
2666,6207317,6232761,473965,0,1239493773899,151275166778,90762618283,90834073486,1238403348073
2667,6210178,6236706,474220,0,1239922046313,151327878385,90794244086,90871734155,1238895918779
2668,6213253,6238790,474364,0,1240383374419,151384543092,90828241696,90897666806,1239246506473
2669,6216164,6242251,474630,0,1240833738152,151439905438,90861457938,90934582165,1239724874719
2670,6219070,6244457,474782,0,1241273521761,151493801688,90893794542,90962114439,1240094880658
2671,6222137,6246876,474939,0,1241730758261,151549933533,90927472414,90991710380,1240494278402
2672,6225164,6250104,475137,0,1242178141620,151605066436,90960550932,91026139914,1240947158745
2673,6228185,6253554,475364,0,1242620181961,151659362792,90993127522,91064342636,1241444889956
2674,6231358,6257983,475682,0,1243071393196,151714855939,91026422152,91114507295,1242108856477
2675,6234458,6261782,475915,0,1243521998134,151770257494,91059661854,91160117371,1242715715817
2676,6237567,6263924,476033,0,1243969968715,151825467443,91092786569,91186541672,1243071967943
2677,6240749,6267547,476290,0,1244415545642,151880380140,91125732917,91225828510,1243580914457
2678,6243677,6269566,476361,0,1244846114227,151933301050,91157484282,91246036403,1243843364148
2679,6246636,6272880,476558,0,1245295808009,151988716708,91190732467,91281345079,1244302356485
2680,6249445,6276263,476737,0,1245739209865,152043355681,91223514757,91324034487,1244870434030
2681,6253461,6279384,476916,0,1246307118565,152113101295,91265360526,91361775902,1245379520073
2682,6256409,6282597,477081,0,1246642558670,152154445712,91290165991,91390980124,1245763397593
2683,6259602,6286286,477279,0,1247065992815,152206493940,91321393682,91429485440,1246264947793
2684,6262679,6289428,477425,0,1247492190037,152258875739,91352821556,91459589423,1246653156436
2685,6265652,6292006,477531,0,1247936410860,152313427766,91385551597,91490561124,1247074813827
2686,6268511,6294976,477711,0,1248380265598,152368109052,91418359220,91523298209,1247501264109
2687,6271477,6297154,477817,0,1248825099152,152422885519,91451223936,91547486055,1247814580864
2688,6274356,6300348,478003,0,1249260732134,152476341237,91483296223,91586543827,1248337273733
2689,6277057,6302407,478148,0,1249693284377,152529586961,91515242584,91610386022,1248647107926
2690,6279829,6304056,478257,0,1250140118125,152584422691,91548142917,91630259507,1248907469187
2691,6282572,6305764,478371,0,1250582084311,152638754632,91580740984,91650245406,1249168558132
2692,6285114,6309240,478578,0,1251005825739,152690581717,91611836212,91695445380,1249781699897
2693,6288005,6311057,478714,0,1251457952353,152746013986,91645094420,91720764917,1250132538670
2694,6290705,6315713,478956,0,1251899629615,152800359800,91677700817,91772647684,1250808646714
2695,6293387,6320330,479197,0,1252336270167,152853884217,91709814412,91828423333,1251554863711
2696,6296080,6323305,479339,0,1252778144357,152908148941,91742372147,91861793701,1251990933895
2697,6298668,6325303,479424,0,1253212332939,152961453548,91774353883,91884848227,1252293720945
2698,6301351,6328152,479583,0,1253651334197,153015424032,91806735128,91917468860,1252724741582
2699,6304165,6330169,479672,0,1254085185669,153068642751,91838665215,91938633079,1253000016252
2700,6307028,6333338,479803,0,1254518834373,153121850245,91870588573,91974012548,1253460944579
2701,6309728,6335544,479888,0,1254939196182,153173533316,91901597330,92001864163,1253839488464
2702,6312362,6337169,479953,0,1255380240978,153227594142,91934032767,92020063874,1254078877358
2703,6314889,6340401,480102,0,1255800712596,153278977181,91964861587,92055276192,1254539118392
2704,6317341,6342118,480180,0,1256233920632,153332324709,91996869119,92074889673,1254793450126
2705,6319849,6344187,480299,0,1256675186028,153386426171,92029328990,92104100055,1255185778761
2706,6322326,6345774,480371,0,1257099881850,153438583393,92060622332,92123063813,1255433319551
2707,6324849,6349360,480570,0,1257527202106,153491146289,92092159068,92170523896,1256061821192
2708,6327371,6351874,480724,0,1257960287689,153544276116,92124035951,92192924556,1256353462684
2709,6329704,6353747,480814,0,1258378844351,153595875988,92154994953,92215528380,1256644439293
2710,6332132,6356554,481015,0,1258819732942,153650000885,92187468922,92262181005,1257283608297
2711,6334554,6358580,481110,0,1259242817686,153702187639,92218779998,92290583038,1257662627626
2712,6337049,6361602,481277,0,1259684459696,153756287683,92251239034,92331198237,1258212081254
2713,6339660,6364212,481424,0,1260135419638,153811458716,92284340611,92364071456,1258642722692
2714,6342199,6367168,481604,0,1260544455486,153861591950,92314419555,92401083998,1259131304160
2715,6344690,6370146,481748,0,1260995928416,153916598204,92347422308,92442492614,1259686473084
2716,6347177,6373116,481916,0,1261429035078,153969929077,92379419838,92483991272,1260236355263
2717,6349671,6375072,482019,0,1261842358844,154020815298,92409950572,92506525703,1260527644620
2718,6352153,6377927,482189,0,1262262907357,154072561150,92440997086,92539766603,1260963745564
2719,6354550,6379783,482280,0,1262690654446,154125051822,92472490553,92561898583,1261251987314
2720,6356796,6382385,482411,0,1263096608829,154174871444,92502381412,92594672975,1261681379813
2721,6359203,6384994,482563,0,1263524047488,154227335169,92533858684,92628022170,1262115685807
2722,6361642,6387795,482719,0,1263954786441,154280045049,92565483661,92663987626,1262592215252
2723,6364010,6390973,482868,0,1264380684904,154332301048,92596836326,92708325642,1263185971041
2724,6365400,6392021,482928,0,1264766693573,154379403398,92625097173,92726636946,1263428255158
2725,6365979,6397955,483430,0,1265026505741,154409402035,92643096130,92830054298,1264928365327
2726,6366292,6398029,483482,0,1265031758282,154410021014,92643467395,92830136268,1264929965144
2727,6369416,6398902,484888,0,1265258403326,154431957798,92656628216,92837529120,1265099928600
2728,6371811,6400246,486935,0,1265464849728,154451763412,92668510652,92849192360,1265362624886
2729,6374280,6401754,487206,0,1265655913298,154475455356,92682724836,92858079855,1265476679456
2730,6377331,6404288,487422,0,1266107850426,154531256495,92716204307,92886051571,1265842887904
2731,6380407,6406916,487608,0,1266552660885,154585996019,92749046809,92917937417,1266276321095
2732,6383732,6409755,487773,0,1267018342563,154643239609,92783391616,92946411420,1266650143174
2733,6387131,6412871,488147,0,1267477416813,154699852516,92817358007,92981627632,1267119523085
2734,6390714,6415789,488292,0,1267942216021,154756954387,92851617703,93008097544,1267464647063
2735,6394344,6420105,488538,0,1268389262315,154812136399,92884725438,93049886179,1268008948994
2736,6398034,6423177,488664,0,1268838915648,154867543553,92917968268,93075636217,1268345287249
2737,6401753,6425958,488799,0,1269278778337,154921646410,92950428502,93098478267,1268643393061
2738,6405188,6430177,488990,0,1269734941634,154977581705,92983988300,93136573099,1269142303188
2739,6408490,6433089,489111,0,1270180595632,155032362825,93016855666,93163026493,1269486655239
2740,6411866,6437024,489325,0,1270645113892,155089349227,93051046145,93205731808,1270058041281
2741,6415184,6440056,489478,0,1271087077439,155143748591,93083684440,93233288330,1270414620461
2742,6418450,6444031,489642,0,1271552779217,155200713348,93117861998,93271559473,1270916468329
2743,6421501,6446668,489777,0,1271987950458,155254139301,93149916326,93296515036,1271243548793
2744,6424715,6450151,489961,0,1272428401705,155308127407,93182307909,93331541279,1271702645989
2745,6427833,6452565,490087,0,1272880657799,155363554638,93215563010,93354918821,1272007604569
2746,6431144,6455815,490282,0,1273326567287,155418463564,93248507048,93396007455,1272577155518
2747,6434624,6458764,490437,0,1273760647909,155471896601,93280565508,93421098579,1272901918408
2748,6438023,6461808,490596,0,1274212566164,155527427022,93313882401,93452551447,1273330154765
2749,6441463,6464744,490783,0,1274657301395,155582078806,93346672115,93482949318,1273747758601
2750,6444843,6469287,491006,0,1275103813259,155636820582,93379515833,93529576588,1274358532923
2751,6448171,6473850,491212,0,1275563918120,155693280590,93413390514,93578219520,1275005322177
2752,6451348,6476950,491345,0,1275990302671,155745823118,93444914751,93608888700,1275403506778
2753,6454501,6480070,491513,0,1276449871086,155802409288,93478865163,93637760233,1275774666560
2754,6457605,6483569,491687,0,1276891113259,155856579321,93511365958,93680020851,1276341274782
2755,6460761,6486537,491815,0,1277333700647,155911170002,93544119101,93712504839,1276776860618
2756,6463820,6489416,491929,0,1277763547076,155964219473,93575947585,93744782759,1277210964559
2757,6466747,6491782,492043,0,1278211647977,156019323844,93609009036,93768859157,1277525673032
2758,6469644,6495180,492211,0,1278648984723,156072938951,93641176960,93805900159,1278006613419
2759,6472465,6498769,492354,0,1279095544264,156127574479,93673957127,93845084954,1278519288839
2760,6475382,6501427,492467,0,1279517902647,156179462189,93705088584,93876734756,1278947994934
2761,6478536,6504366,492582,0,1279974631110,156235490905,93738704544,93915829084,1279488444265
2762,6481594,6507726,492716,0,1280416916369,156289954060,93771381212,93951893059,1279958892910
2763,6484616,6510067,492810,0,1280844787018,156342494869,93802904514,93973711005,1280243029138
2764,6487713,6513490,492953,0,1281305019504,156398935745,93836767800,94012040304,1280744412956
2765,6490711,6516798,493100,0,1281727817371,156450951295,93867975942,94045866200,1281184231637
2766,6493653,6519324,493191,0,1282161603581,156504401907,93900045110,94071477629,1281513203815
2767,6496580,6521700,493316,0,1282589006329,156556836890,93931504934,94095900414,1281831551365
2768,6499566,6523835,493408,0,1283019540482,156609630053,93963179624,94117393388,1282114335012
2769,6502507,6527381,493596,0,1283441942955,156661315617,93994189758,94160549627,1282694113526
2770,6505275,6530595,493758,0,1283872919007,156714226914,94025935441,94195198754,1283144067059
2771,6508079,6534340,493939,0,1284300011477,156766782981,94057467960,94238506808,1283717120609
2772,6510825,6536788,494043,0,1284723231627,156818735502,94088638395,94269704154,1284137044003
2773,6513560,6539022,494190,0,1285161591243,156872745859,94121043508,94299333145,1284538148023
2774,6516320,6542339,494398,0,1285581253948,156924526875,94152110998,94334409337,1284991333358
2775,6519134,6544885,494517,0,1286009473854,156976997293,94183592127,94359281269,1285313235421
2776,6522030,6547282,494614,0,1286445765331,157030678804,94215799894,94389218021,1285717819788
2777,6524904,6549929,494735,0,1286867707544,157082480758,94246879913,94425782917,1286228112014
2778,6527866,6554544,495002,0,1287279390410,157133231787,94277329341,94474668847,1286860998186
2779,6530853,6556676,495156,0,1287697206494,157184560012,94308125086,94494714867,1287120536282
2780,6533804,6559182,495305,0,1288123454717,157236932791,94339547588,94518423437,1287428949397
2781,6536742,6561777,495456,0,1288540888545,157287977195,94370173049,94543044337,1287749786358
2782,6539692,6563826,495571,0,1288974313941,157341391886,94402220673,94563636948,1288012390087
2783,6542336,6568152,495763,0,1289381184305,157391267978,94432145273,94611619633,1288641856585
2784,6545034,6571479,495926,0,1289824411437,157445543578,94464709531,94653714407,1289209031805
2785,6547743,6574063,496084,0,1290232806749,157495710582,94494808629,94691748735,1289734532891
2786,6550533,6576722,496274,0,1290671471940,157549697403,94527199592,94725118832,1290174870537
2787,6553283,6578882,496384,0,1291098362452,157602135793,94558661538,94752166558,1290546115006
2788,6556064,6581739,496543,0,1291507318621,157652440826,94588843442,94784705540,1290971392283
2789,6558679,6585254,496710,0,1291919148442,157702946326,94619145712,94820698498,1291440346230
2790,6561382,6587248,496812,0,1292342317719,157755022499,94650390334,94841782074,1291715126278
2791,6564125,6589815,496937,0,1292754410935,157805440809,94680640241,94872434680,1292130451726
2792,6566995,6592886,497068,0,1293179072289,157857647516,94711963086,94905042244,1292555037193
2793,6569871,6595803,497192,0,1293598316567,157909125628,94742848793,94937798408,1292995320185
2794,6572415,6597888,497290,0,1294011591374,157959842308,94773277779,94959397897,1293275923513
2795,6574903,6601667,497440,0,1294436308755,158011860682,94804487818,95006556398,1293888108039
2796,6577407,6603877,497543,0,1294858291816,158063562702,94835508010,95030425098,1294198842632
2797,6579958,6606108,497653,0,1295251313263,158111970140,94864551453,95053539041,1294496599793
2798,6582685,6608105,497759,0,1295681797929,158164773614,94896232433,95073654258,1294759087984
2799,6585370,6611158,497916,0,1296104284302,158216511648,94927274187,95108685497,1295213858523
2800,6588012,6614419,498066,0,1296511258857,158266490730,94957260557,95144741669,1295687436127
2801,6590770,6616470,498153,0,1296931172621,158318073057,94988208847,95164783954,1295948970309
2802,6593446,6620103,498319,0,1297329065795,158366898873,95017503255,95214266306,1296621381882
2803,6596138,6622063,498432,0,1297757366407,158419267535,95048923359,95234474584,1296885815304
2804,6598725,6624477,498541,0,1298167377993,158469628192,95079138713,95270154506,1297386908235
2805,6601242,6628335,498724,0,1298577057641,158519939995,95109324773,95324619930,1298113217318
2806,6603812,6630403,498820,0,1298999626103,158571654422,95140352388,95347150617,1298408143176
2807,6606330,6633409,498954,0,1299416185831,158622623612,95170932931,95382242991,1298862492407
2808,6608769,6635163,499044,0,1299814293904,158671276329,95200123581,95401099370,1299110636814
2809,6611193,6638427,499180,0,1300230348603,158722048918,95230586175,95443603049,1299687320609
2810,6613660,6640357,499298,0,1300631236581,158771154950,95260048789,95470753263,1300055593755
2811,6616076,6643337,499443,0,1301043074494,158821761298,95290411644,95505946826,1300509379999
2812,6618446,6645402,499524,0,1301439433215,158870458294,95319628867,95529346197,1300812806527
2813,6620953,6648071,499646,0,1301836724712,158919096670,95348810898,95559673294,1301210181875
2814,6623408,6650173,499743,0,1302235180466,158967864810,95378070821,95581474217,1301496480431
2815,6625706,6652375,499840,0,1302630009127,159016143050,95407036857,95610015043,1301888968839
2816,6628102,6654266,499927,0,1303027090006,159064814605,95436238811,95635091426,1302227393858
2817,6630515,6658356,500133,0,1303441764840,159115592015,95466704302,95684478185,1302873854637
2818,6632791,6660328,500237,0,1303839650152,159164284667,95495918978,95712088591,1303253966314
2819,6634119,6662233,500325,0,1304206251552,159209137065,95522829875,95744522445,1303677804462
2820,6634637,6663873,500511,0,1304413530620,159233071428,95537190290,95785012825,1304296700808
2821,6634898,6663947,500565,0,1304417786608,159233572876,95537491058,95785091239,1304298187843
2822,6637703,6664852,502173,0,1304636096586,159254583105,95550096074,95793500694,1304491514988
2823,6639896,6665926,503995,0,1304838447830,159273836436,95561647177,95807630725,1304775806742
2824,6642411,6667794,504339,0,1305018122345,159295982930,95574934059,95818279590,1304913902304
2825,6645282,6670191,504485,0,1305443512857,159348452048,95606414387,95845028133,1305262378089
2826,6648241,6673019,504639,0,1305865153677,159400492401,95637637422,95874321938,1305644215487
2827,6651310,6675487,504762,0,1306288544370,159452703417,95668962807,95898180631,1305951942938
2828,6654385,6678416,504894,0,1306736390644,159507647935,95701928291,95926886848,1306327890438
2829,6657558,6680914,504963,0,1307149673494,159558632823,95732517955,95950349830,1306630137459
2830,6660690,6684064,505293,0,1307588216145,159612661615,95764933987,95982049936,1307052141706
2831,6663925,6687090,505438,0,1307996202148,159662873635,95795059898,96009509487,1307409794935
2832,6667416,6690192,505602,0,1308429827326,159716126749,95827010384,96036343038,1307761912722
2833,6670837,6693625,505788,0,1308840932863,159766653323,95857324969,96068084373,1308176727797
2834,6674176,6696869,505951,0,1309253016526,159817354619,95887744420,96101568997,1308631305492
2835,6677522,6700024,506114,0,1309683579471,159870344951,95919537279,96131840336,1309028049161
2836,6680708,6703111,506264,0,1310100645918,159921571349,95950271836,96158611009,1309371799071
2837,6683856,6705963,506421,0,1310522195128,159973444412,95981394435,96185104145,1309714551980
2838,6686716,6708433,506572,0,1310939326356,160024686482,96012138506,96215249043,1310118973860
2839,6689688,6711277,506717,0,1311366171788,160077099956,96043585431,96248798781,1310570816181
2840,6692595,6713621,506824,0,1311784594982,160128386734,96074356332,96277039558,1310960388239
2841,6695719,6717565,506979,0,1312202138315,160179658215,96105117975,96313752785,1311438999230
2842,6698839,6720368,507096,0,1312614096351,160230185844,96135433312,96338552787,1311761842423
2843,6702086,6724069,507269,0,1313029049329,160281147730,96166009140,96378258339,1312298362088
2844,6705324,6728186,507511,0,1313456053774,160333541001,96197443797,96421983704,1312885348792
2845,6708437,6730679,507687,0,1313866369743,160384120837,96227790436,96445582102,1313189549480
2846,6711565,6733058,507817,0,1314291666451,160436326851,96259112816,96467449188,1313471367341
2847,6714516,6735822,507996,0,1314704766889,160487036297,96289537310,96500443371,1313919738406
2848,6717447,6738615,508175,0,1315122077074,160538273017,96320278180,96538516539,1314448877219
2849,6720313,6741206,508276,0,1315549481165,160590715825,96351742738,96569724961,1314865529432
2850,6723211,6743652,508388,0,1315959228548,160641128433,96381989144,96593838832,1315177175833
2851,6726245,6747296,508603,0,1316369668914,160691709577,96412336607,96628670440,1315633092047
2852,6729128,6749412,508731,0,1316790684747,160743269305,96443271296,96649732693,1315910415425
2853,6732073,6753055,508918,0,1317190200922,160792400903,96472749074,96686388166,1316389248930
2854,6734880,6755160,509089,0,1317588302340,160841274816,96502072271,96707751433,1316669349884
2855,6737722,6758589,509264,0,1318004382271,160892282310,96532675639,96742478959,1317123722704
2856,6740434,6761039,509430,0,1318409638309,160942041346,96562529974,96773656377,1317543335365
2857,6743223,6765244,509600,0,1318822296433,160992603176,96592865956,96814679538,1318077368133
2858,6745969,6767705,509750,0,1319236070145,161043345099,96623310015,96845003249,1318486073783
2859,6748652,6769977,509839,0,1319622299068,161090934975,96651862860,96867602880,1318779794187
2860,6751228,6772142,509941,0,1320022126503,161139930453,96681259121,96889592113,1319063203313
2861,6753919,6775268,510066,0,1320435564885,161190525208,96711614891,96921822718,1319488126148
2862,6756612,6778092,510202,0,1320839276461,161240061761,96741335749,96960987327,1320032526562
2863,6759223,6780994,510332,0,1321233294887,161288317388,96770288090,96990792593,1320426477612
2864,6762011,6784396,510518,0,1321676523237,161342607446,96802860999,97031889165,1320989746000
2865,6764570,6787615,510653,0,1322067976708,161390686501,96831707434,97065035261,1321423814886
2866,6767229,6789966,510756,0,1322491254350,161442537066,96862816711,97095978077,1321843175189
2867,6769883,6793395,510908,0,1322881453512,161490504039,96891595841,97136958727,1322390309639
2868,6772561,6796111,511051,0,1323299576205,161541432129,96922151619,97167719939,1322825402564
2869,6775229,6798387,511153,0,1323698503831,161590473317,96951575276,97190699846,1323124325832
2870,6777987,6801240,511301,0,1324109942630,161640878487,96981817271,97221123058,1323522534651
2871,6780653,6803677,511405,0,1324514268862,161690501968,97011590320,97251886713,1323935646623
2872,6783299,6805790,511502,0,1324906516880,161738653193,97040479995,97273698224,1324221879797
2873,6785850,6808197,511602,0,1325306344883,161787691659,97069902049,97299488619,1324558814847
2874,6788569,6811222,511736,0,1325714296301,161837561831,97099823074,97331025682,1324974580471
2875,6791340,6813740,511824,0,1326108251646,161886049075,97128914324,97361222419,1325378855629
2876,6794050,6817035,511959,0,1326514118259,161935755699,97158737205,97395918392,1325834721168
2877,6797016,6819010,512048,0,1326913548307,161984780796,97188151058,97415688038,1326094363017
2878,6799904,6821615,512160,0,1327297182652,162031857471,97216395913,97452304221,1326597639428
2879,6802719,6823863,512250,0,1327709688144,162082397040,97246718532,97475677665,1326901447907
2880,6805375,6826066,512359,0,1328089522121,162129082789,97274728960,97498177222,1327195540538
2881,6807992,6827983,512437,0,1328473464207,162176112203,97302945564,97517651438,1327449889774
2882,6810516,6831648,512612,0,1328863190532,162223856948,97331591376,97552519222,1327909794507
2883,6813025,6833275,512718,0,1329278727386,162274649428,97362065862,97571685673,1328159714504
2884,6815505,6835510,512849,0,1329684695509,162324347188,97391883555,97602459207,1328575442822
2885,6818002,6838653,513012,0,1330087441443,162373734179,97421514745,97640902988,1329093059155
2886,6820465,6842114,513157,0,1330477327688,162421436371,97450135078,97683003957,1329666995181
2887,6822934,6845204,513287,0,1330872835537,162469974608,97479257017,97715800369,1330094686348
2888,6825347,6847275,513374,0,1331268329301,162518493420,97508367351,97739642071,1330408524838
2889,6827783,6850298,513524,0,1331655870715,162566090536,97536924648,97771648768,1330827770288
2890,6830230,6852340,513631,0,1332048412771,162614254773,97565822219,97799567078,1331205979923
2891,6832724,6854515,513741,0,1332452130763,162663778530,97595535450,97824115097,1331524251599
2892,6835223,6856315,513857,0,1332835404310,162710821476,97623760211,97843875341,1331783215858
2893,6837879,6859760,514024,0,1333224019857,162758508898,97652371592,97879459408,1332244674830
2894,6840425,6862838,514186,0,1333607216527,162805440599,97680529601,97912405677,1332681173597
2895,6842815,6865597,514282,0,1333992168631,162852676866,97708870393,97942644795,1333079753423
2896,6845392,6868021,514392,0,1334381640031,162900328055,97737460073,97973395896,1333494754157
2897,6847901,6870054,514503,0,1334780560502,162949190313,97766776404,98001381766,1333875962128
2898,6850339,6872094,514584,0,1335178370916,162997932980,97796021044,98028604198,1334243887767
2899,6852670,6873875,514672,0,1335552817304,163043730977,97823498907,98049649561,1334518548540
2900,6855111,6877114,514835,0,1335946007934,163091880281,97852387489,98085471722,1334992094545
2901,6857585,6880248,514967,0,1336335074837,163139685360,97881069563,98123702369,1335509747864
2902,6859960,6882100,515037,0,1336722013775,163187097758,97909516055,98143559519,1335769738204
2903,6862376,6884279,515136,0,1337096417156,163233081474,97937105305,98168219596,1336087582227
2904,6864824,6887416,515325,0,1337502946786,163282905188,97966998580,98209111796,1336640411199
2905,6867049,6889149,515385,0,1337872477472,163328181302,97994163359,98228655982,1336898358214
2906,6869316,6890891,515473,0,1338269887572,163376878074,98023380519,98249924376,1337173462329
2907,6871579,6894060,515589,0,1338639783359,163422219199,98050584272,98284489556,1337628194754
2908,6873863,6896667,515727,0,1339043000173,163471443084,98080117708,98314774258,1338033715801
2909,6876361,6899028,515836,0,1339424005454,163518035921,98108072425,98345601526,1338452887479
2910,6878728,6901765,515942,0,1339802171500,163564407277,98135894287,98377414056,1338868878995
2911,6881113,6903459,516032,0,1340191186189,163612198161,98164567864,98397516232,1339131302355
2912,6883575,6906467,516153,0,1340573519292,163658931114,98192606642,98431081181,1339575734095
2913,6885899,6908630,516235,0,1340955880845,163705750856,98220697557,98459365816,1339960861207
2914,6887081,6909814,516315,0,1341294852440,163747080077,98245494613,98484545554,1340310957868
2915,6887590,6914260,516616,0,1341537294901,163774556954,98261980544,98560931215,1341463638741
2916,6887925,6914377,516675,0,1341543264994,163775251902,98262397383,98561068889,1341466038228
2917,6890635,6915313,518191,0,1341746537070,163794790689,98274119559,98568896266,1341648989248
2918,6892711,6915897,519644,0,1341935677896,163812866325,98284964104,98576567660,1341827436074
2919,6895792,6918224,520094,0,1342122589646,163835913535,98298791196,98588328906,1341981020407
2920,6899092,6921041,520237,0,1342542540306,163887662498,98329839278,98615426465,1342333945393
2921,6902437,6924125,520417,0,1342972122542,163940782940,98361710233,98644863061,1342711466559
2922,6905791,6927220,520574,0,1343398031501,163993297334,98393217529,98675710988,1343122430886
2923,6909418,6930441,520723,0,1343842018234,164047957539,98426012182,98703686443,1343486000594
2924,6913283,6934905,521239,0,1344270216120,164100692598,98457651664,98740021997,1343978220090
2925,6917043,6938346,521423,0,1344703336329,164153772281,98489498010,98767360850,1344339981034
2926,6920740,6941967,521615,0,1345130229839,164206256364,98520986986,98801851269,1344801636324
2927,6924326,6944922,521799,0,1345569857578,164260334860,98553432658,98827149813,1345130419962
2928,6927877,6948424,522010,0,1345993582283,164312454766,98584703161,98857611738,1345526693360
2929,6931307,6952542,522199,0,1346416033534,164364467456,98615909410,98893649305,1345994960818
2930,6934577,6955486,522342,0,1346836902760,164416207927,98646952382,98925829328,1346426610607
2931,6937918,6958582,522520,0,1347266573126,164469081486,98678675200,98959446242,1346877513370
2932,6941565,6961583,522658,0,1347682073245,164520031201,98709243569,98983901146,1347196212680
2933,6945181,6964679,522840,0,1348121477283,164573771942,98741486571,99009402467,1347529852688
2934,6948728,6968130,523032,0,1348537927948,164625092321,98772277385,99037263493,1347894747525
2935,6952368,6971675,523201,0,1348953998523,164676144473,98802907213,99070803731,1348348544521
2936,6955915,6974774,523332,0,1349386481162,164729065374,98834658332,99096499667,1348685913065
2937,6959555,6979039,523490,0,1349809037351,164780975072,98865802706,99130656113,1349134291601
2938,6962975,6982284,523649,0,1350228934371,164832416254,98896666033,99168104838,1349664507895
2939,6966681,6985812,523802,0,1350662608646,164885688619,98928627962,99196620387,1350037443964
2940,6970217,6990131,523988,0,1351071567901,164936079351,98958860988,99238367886,1350596251115
2941,6973699,6992979,524146,0,1351495524085,164988210436,98990138240,99262383042,1350909616440
2942,6977010,6996466,524356,0,1351907883856,165038956644,99020584638,99298083590,1351387382954
2943,6980419,7000374,524533,0,1352314682170,165089024124,99050623755,99333295737,1351843549086
2944,6983880,7003318,524675,0,1352748109086,165142234051,99082548363,99358108962,1352164966068
2945,6987112,7006081,524818,0,1353161652749,165192997036,99113004867,99382726782,1352486483414
2946,6990544,7009853,524997,0,1353575228855,165243672174,99143408601,99417179278,1352939182593
2947,6993969,7013188,525178,0,1353979803795,165293261840,99173161042,99445328757,1353309850398
2948,6997196,7015687,525285,0,1354400104356,165344657493,99203997166,99467005903,1353593515119
2949,7000289,7018583,525421,0,1354808153042,165394643312,99233987420,99494248930,1353950060217
2950,7003594,7021358,525539,0,1355220624547,165445277720,99264366762,99518374854,1354265921637
2951,7006825,7024573,525693,0,1355643758163,165497029452,99295416516,99552296478,1354725986956
2952,7010062,7027628,525875,0,1356059448423,165547974668,99325982349,99584515060,1355165567874
2953,7013215,7032332,526151,0,1356465594224,165597842911,99355902055,99634147813,1355834370591
2954,7016405,7035435,526303,0,1356876088883,165648129567,99386072742,99667491323,1356285722447
2955,7019445,7038355,526455,0,1357283861880,165698134124,99416074267,99699957881,1356729206611
2956,7022443,7040783,526608,0,1357699982479,165749107324,99446656974,99723549248,1357037869913
2957,7025545,7045295,526819,0,1358097428531,165797916341,99475941118,99767171612,1357615838224
