PROBEID	ENTREZ	SYMBOL
ILMN_1737640	158511	CSAG1
ILMN_1781761	22875	ENPP4
ILMN_1700147	29802	VPREB3
ILMN_2330341	79921	TCEAL4
ILMN_2163873	84624	FNDC1
ILMN_1676449	9353	SLIT2
ILMN_1730575	2729	GCLC
ILMN_1656560	25849	PARM1
ILMN_1789400	2306	FOXD2
ILMN_1680339	5157	PDGFRL
ILMN_2196984	11339	OIP5
ILMN_2120247	81031	SLC2A10
ILMN_1755808	6232	RPS27
ILMN_1813179	401074	LOC401074
ILMN_2129234	83604	TMEM47
ILMN_2400644	9901	SRGAP3
ILMN_1809384	66002	CYP4F12
ILMN_2124802	4496	MT1H
ILMN_1790315	79846	C7orf63
ILMN_2094360	7026	NR2F2
ILMN_2344455	10146	G3BP1
ILMN_1751062	286133	SCARA5
ILMN_1781536	2184	FAH
ILMN_1837428	5874	RAB27B
ILMN_1715748	2318	FLNC
ILMN_1671928	5627	PROS1
ILMN_1728496	143425	SYT9
ILMN_1781360	10200	MPHOSPH6
ILMN_1808379	84812	PLCD4
ILMN_1736527	29842	TFCP2L1
ILMN_1760574	10742	RAI2
ILMN_1789505	3708	ITPR1
ILMN_1755582	27344	PCSK1N
ILMN_1750088	7444	VRK2
ILMN_2142353	79774	GRTP1
ILMN_1679025	6189	RPS3A
ILMN_1666594	3394	IRF8
ILMN_2139761	22998	LIMCH1
ILMN_1758816	7368	UGT8
ILMN_1707342	26018	LRIG1
ILMN_1755649	9121	SLC16A5
ILMN_1772459	6228	RPS23
ILMN_1774604	25953	PNKD
ILMN_1762002	1479	CSTF3
ILMN_1737993	2065	ERBB3
ILMN_2102960	56204	FAM214A
ILMN_2173835	2498	FTH1P3
ILMN_1700547	83539	CHST9
ILMN_2311537	3159	HMGA1
ILMN_1789541	1400	CRMP1
ILMN_1671800	643911	CRNDE
ILMN_2197946	29106	SCG3
ILMN_1690443	145438	FRMD6-AS1
ILMN_2379788	3091	HIF1A
ILMN_1654946	65982	ZSCAN18
ILMN_2361862	7436	VLDLR
ILMN_1691237	10486	CAP2
ILMN_1662419	1346	COX7A1
ILMN_1759772	115399	LRRC56
ILMN_1744381	5054	SERPINE1
ILMN_1712431	91523	FAM113B
ILMN_1786598	7373	COL14A1
ILMN_1743219	770	CA11
ILMN_1736533	8153	RND2
ILMN_1686562	23303	KIF13B
ILMN_1751816	28985	MCTS1
ILMN_1740291	10721	POLQ
ILMN_1657153	10096	ACTR3
ILMN_1757278	3329	HSPD1
ILMN_1716988	23596	OPN3
ILMN_1745607	2	A2M
ILMN_1665107	9270	ITGB1BP1
ILMN_1690295	6235	RPS29
ILMN_1680070	4588	MUC6
ILMN_1801703	10815	CPLX1
ILMN_1803838	84518	CNFN
ILMN_2266595	353514	LILRA5
ILMN_2125763	51364	ZMYND10
ILMN_1728645	50861	STMN3
ILMN_1663916	64333	ARHGAP9
ILMN_1788192	51309	ARMCX1
ILMN_1705116	63027	SLC22A23
ILMN_1658356	25891	PAMR1
ILMN_1657145	4222	MEOX1
ILMN_1767377	100170939	LOC100170939
ILMN_2228938	1842	ECM2
ILMN_1652280	114907	FBXO32
ILMN_1786176	951	CD37
ILMN_1658706	10610	ST6GALNAC2
ILMN_2065022	9912	ARHGAP44
ILMN_1811049	5450	POU2AF1
ILMN_1788955	9124	PDLIM1
ILMN_2056167	58505	OSTC
ILMN_1663081	440925	LOC440925
ILMN_1738116	338773	TMEM119
ILMN_2376108	5698	PSMB9
ILMN_1763587	64102	TNMD
ILMN_1793201	84264	HAGHL
ILMN_1662846	26996	GPR160
ILMN_1784110	5129	CDK18
ILMN_1765701	10376	TUBA1B
ILMN_2251184	10961	ERP29
ILMN_1718033	284348	LYPD5
ILMN_1656670	3135	HLA-G
ILMN_1689378	25819	CCRN4L
ILMN_1689088	81035	COLEC12
ILMN_1689842	6307	MSMO1
ILMN_1730794	56256	SERTAD4
ILMN_1813350	3291	HSD11B2
ILMN_2338268	83451	ABHD11
ILMN_1758629	29980	DONSON
ILMN_1677432	57522	SRGAP1
ILMN_2328986	6720	SREBF1
ILMN_1682717	8870	IER3
ILMN_2400759	54504	CPVL
ILMN_1669781	5618	PRLR
ILMN_1710962	27346	TMEM97
ILMN_1703487	8543	LMO4
ILMN_2348788	960	CD44
ILMN_1739428	3433	IFIT2
ILMN_1814790	22941	SHANK2
ILMN_1761464	972	CD74
ILMN_1807525	79935	CNTD2
ILMN_1687821	89927	C16orf45
ILMN_2376953	3776	KCNK2
ILMN_1727805	9145	SYNGR1
ILMN_1715189	26468	LHX6
ILMN_1661366	5223	PGAM1
ILMN_1792885	1075	CTSC
ILMN_1771051	6159	RPL29
ILMN_1702105	10278	EFS
ILMN_2307903	7412	VCAM1
ILMN_1682312	1536	CYBB
ILMN_1666713	10434	LYPLA1
ILMN_1790227	147920	IGFL2
ILMN_2181540	7528	YY1
ILMN_1688242	729	C6
ILMN_1757702	7178	TPT1
ILMN_1809931	10397	NDRG1
ILMN_1705247	51703	ACSL5
ILMN_2192694	10480	EIF3M
ILMN_1751345	1174	AP1S1
ILMN_2402392	1295	COL8A1
ILMN_1706531	10057	ABCC5
ILMN_1798705	892	CCNC
ILMN_1679391	256691	MAMDC2
ILMN_1784300	7277	TUBA4A
ILMN_2047511	11033	ADAP1
ILMN_1676372	30835	CD209
ILMN_1763452	2124	EVI2B
ILMN_1778321	11182	SLC2A6
ILMN_1682428	113802	HENMT1
ILMN_1729115	27338	UBE2S
ILMN_1680828	342574	KRT27
ILMN_1713807	57134	MAN1C1
ILMN_1733259	140	ADORA3
ILMN_1676528	11118	BTN3A2
ILMN_1851865	158376	LOC158376
ILMN_1655595	5270	SERPINE2
ILMN_2413650	6491	STIL
ILMN_1687768	135112	NCOA7
ILMN_1813175	22859	LPHN1
ILMN_1667711	11145	PLA2G16
ILMN_1774901	79153	GDPD3
ILMN_1654013	283987	C17orf28
ILMN_2106449	79666	PLEKHF2
ILMN_1711030	26873	OPLAH
ILMN_1796461	5652	PRSS8
ILMN_2372136	54681	P4HTM
ILMN_1691846	50486	G0S2
ILMN_2038775	7280	TUBB2A
ILMN_2404049	55544	RBM38
ILMN_1794490	55228	PNMAL1
ILMN_1775542	9214	FAIM3
ILMN_2052373	64284	RAB17
ILMN_1763852	32	ACACB
ILMN_1796430	5709	PSMD3
ILMN_2327860	4118	MAL
ILMN_1723116	267	AMFR
ILMN_1683576	10916	MAGED2
ILMN_1664861	3397	ID1
ILMN_1707979	440068	CARD17
ILMN_1785902	714	C1QC
ILMN_2094266	54626	HES2
ILMN_1794965	24	ABCA4
ILMN_1668861	7167	TPI1
ILMN_1813131	3856	KRT8
ILMN_1764754	10267	RAMP1
ILMN_1708743	64943	NT5DC2
ILMN_2173975	64108	RTP4
ILMN_1770085	7832	BTG2
ILMN_2364022	9123	SLC16A3
ILMN_1678669	6241	RRM2
ILMN_1700248	349136	WDR86
ILMN_1804993	51252	FAM178B
ILMN_1761540	6405	SEMA3F
ILMN_1673639	25890	ABI3BP
ILMN_1719622	9135	RABEP1
ILMN_1751161	1294	COL7A1
ILMN_1713182	718	C3
ILMN_1788131	1592	CYP26A1
ILMN_1713749	11151	CORO1A
ILMN_1792389	494470	RNF165
ILMN_1831106	400043	LOC400043
ILMN_1807969	9627	SNCAIP
ILMN_1656501	1847	DUSP5
ILMN_1717639	150094	SIK1
ILMN_1799667	24137	KIF4A
ILMN_2075800	5753	PTK6
ILMN_1670134	3992	FADS1
ILMN_1723481	9469	CHST3
ILMN_1737650	1734	DIO2
ILMN_1756715	10900	RUNDC3A
ILMN_1687301	1462	VCAN
ILMN_2339266	3908	LAMA2
ILMN_1762764	83699	SH3BGRL2
ILMN_1679041	6520	SLC3A2
ILMN_1759513	390	RND3
ILMN_1673363	976	CD97
ILMN_1807277	10437	IFI30
ILMN_1813753	5764	PTN
ILMN_1702691	7128	TNFAIP3
ILMN_1697220	4907	NT5E
ILMN_1802888	7739	ZNF185
ILMN_1807036	362	AQP5
ILMN_1669479	4232	MEST
ILMN_1807894	23428	SLC7A8
ILMN_1735220	858	CAV2
ILMN_2173294	55258	THNSL2
ILMN_1723035	4973	OLR1
ILMN_1797557	22874	PLEKHA6
ILMN_1749829	9787	DLGAP5
ILMN_1672443	5860	QDPR
ILMN_1739393	6401	SELE
ILMN_1750373	3730	KAL1
ILMN_1700144	8515	ITGA10
ILMN_1748970	79170	PRR15L
ILMN_2351638	56271	BEX4
ILMN_1746013	6695	SPOCK1
ILMN_2149971	404203	SPINK6
ILMN_1769433	10788	IQGAP2
ILMN_1740842	6297	SALL2
ILMN_1716264	27063	ANKRD1
ILMN_1659075	3111	HLA-DOA
ILMN_2082209	84969	TOX2
ILMN_2339294	10990	LILRB5
ILMN_1704987	23217	ZFR2
ILMN_2371825	178	AGL
ILMN_1707312	4783	NFIL3
ILMN_1762594	64127	NOD2
ILMN_1762549	220064	ORAOV1
ILMN_1705066	121551	BTBD11
ILMN_2049184	1776	DNASE1L3
ILMN_1792748	1373	CPS1
ILMN_2184966	22882	ZHX2
ILMN_2046073	3938	LCT
ILMN_1688152	9466	IL27RA
ILMN_1718285	3224	HOXC8
ILMN_1703110	23704	KCNE4
ILMN_2048700	29028	ATAD2
ILMN_1781149	11185	INMT
ILMN_1810910	3075	CFH
ILMN_1769116	286256	LCN12
ILMN_1727271	7453	WARS
ILMN_1705231	6578	SLCO2A1
ILMN_1753830	2118	ETV4
ILMN_1766707	27190	IL17B
ILMN_1719749	10728	PTGES3
ILMN_1657435	4499	MT1M
ILMN_1795762	5341	PLEK
ILMN_1728972	54478	FAM64A
ILMN_1776283	85329	LGALS12
ILMN_1667994	262	AMD1
ILMN_2091100	2792	GNGT1
ILMN_1795089	64926	RASAL3
ILMN_1720513	26040	SETBP1
ILMN_2064150	5639	PRRG2
ILMN_1765109	8718	TNFRSF25
ILMN_1715024	4047	LSS
ILMN_1734366	6097	RORC
ILMN_1769849	84072	HORMAD1
ILMN_2143155	3832	KIF11
ILMN_2061565	9651	PLCH2
ILMN_1688205	5655	KLK10
ILMN_1793543	148523	C1orf51
ILMN_2116827	400966	RGPD1
ILMN_1734897	8671	SLC4A4
ILMN_1734472	157310	PEBP4
ILMN_1860638	6482	ST3GAL1
ILMN_2172755	64798	DEPTOR
ILMN_1751099	79825	CCDC48
ILMN_1758888	51702	PADI3
ILMN_2321578	27334	P2RY10
ILMN_1793615	10873	ME3
ILMN_2343047	23457	ABCB9
ILMN_1772910	2619	GAS1
ILMN_2207291	3458	IFNG
ILMN_1663519	57419	SLC24A3
ILMN_1778723	120425	AMICA1
ILMN_1671486	9455	HOMER2
ILMN_1735453	25940	FAM98A
ILMN_2412139	26256	CABYR
ILMN_1790637	79703	C11orf80
ILMN_1655469	10099	TSPAN3
ILMN_2366967	7490	WT1
ILMN_1755281	201456	FBXO15
ILMN_1687652	7043	TGFB3
ILMN_1812297	56603	CYP26B1
ILMN_1771962	2737	GLI3
ILMN_1804351	8324	FZD7
ILMN_1652166	2974	GUCY1B2
ILMN_1780397	80342	TRAF3IP3
ILMN_1673704	9118	INA
ILMN_2407389	10457	GPNMB
ILMN_1700428	3112	HLA-DOB
ILMN_1668108	203413	CXorf61
ILMN_1665004	22794	CASC3
ILMN_1767934	5125	PCSK5
ILMN_1774761	729230	CCR2
ILMN_1703531	1903	S1PR3
ILMN_1795118	54847	SIDT1
ILMN_1741165	6556	SLC11A1
ILMN_1687501	26002	MOXD1
ILMN_1688154	4486	MST1R
ILMN_1661646	55024	BANK1
ILMN_2320906	10313	RTN3
ILMN_2169152	5552	SRGN
ILMN_1794501	3038	HAS3
ILMN_1770505	638	BIK
ILMN_1694106	23171	GPD1L
ILMN_2199313	56654	NPDC1
ILMN_1707286	79887	PLBD1
ILMN_1676413	7447	VSNL1
ILMN_1768958	10125	RASGRP1
ILMN_1656938	219855	SLC37A2
ILMN_1748427	8187	ZNF239
ILMN_2092118	2357	FPR1
ILMN_1693009	10875	FGL2
ILMN_1681503	4171	MCM2
ILMN_1778377	57222	ERGIC1
ILMN_1802906	339487	ZBTB8OS
ILMN_1709809	4809	NHP2L1
ILMN_1695404	4061	LY6E
ILMN_1755173	57664	PLEKHA4
ILMN_2126038	11075	STMN2
ILMN_1809971	285622	NBPF22P
ILMN_2337928	643	CXCR5
ILMN_1748697	389421	LIN28B
ILMN_1700257	132720	C4orf32
ILMN_2363658	7837	PXDN
ILMN_1708516	56952	PRTFDC1
ILMN_1723969	23236	PLCB1
ILMN_1656368	8659	ALDH4A1
ILMN_1724407	10460	TACC3
ILMN_2176592	590	BCHE
ILMN_1673380	55970	GNG12
ILMN_2261076	4739	NEDD9
ILMN_1702237	2280	FKBP1A
ILMN_1815308	6382	SDC1
ILMN_2366177	55764	IFT122
ILMN_1760335	113622	ADPRHL1
ILMN_1769082	81567	TXNDC5
ILMN_1775956	389058	SP5
ILMN_1670903	10	NAT2
ILMN_1667224	56833	SLAMF8
ILMN_1716279	1062	CENPE
ILMN_1758067	5999	RGS4
ILMN_1703284	84501	SPIRE2
ILMN_2383349	55240	STEAP3
ILMN_1663490	84215	ZNF541
ILMN_1745242	5359	PLSCR1
ILMN_1751079	6890	TAP1
ILMN_2231928	4600	MX2
ILMN_2104141	152273	FGD5
ILMN_1764571	57636	ARHGAP23
ILMN_1803799	1977	EIF4E
ILMN_1693941	57549	IGSF9
ILMN_2134039	57001	ACN9
ILMN_1708798	55840	EAF2
ILMN_1686920	131076	CCDC58
ILMN_1759766	404217	CTXN1
ILMN_2357134	8877	SPHK1
ILMN_1699631	352954	GATS
ILMN_1726368	7694	ZNF135
ILMN_1727490	140469	MYO3B
ILMN_1743373	28514	DLL1
ILMN_1684401	2326	FMO1
ILMN_1737586	7458	EIF4H
ILMN_2108357	116832	RPL39L
ILMN_2158003	80726	KIAA1683
ILMN_2186983	244	ANXA8L2
ILMN_1779264	8624	PSMG1
ILMN_1749478	85012	TCEAL3
ILMN_1676665	404093	CUEDC1
ILMN_2181241	649946	RPL23AP64
ILMN_1737715	116039	OSR2
ILMN_1687848	730	C7
ILMN_1771538	8000	PSCA
ILMN_1782459	114882	OSBPL8
ILMN_2081087	259217	HSPA12A
ILMN_1792733	3171	FOXA3
ILMN_2229877	54510	PCDH18
ILMN_1766658	9088	PKMYT1
ILMN_1694776	6342	SCP2
ILMN_1768506	225689	MAPK15
ILMN_2050813	1047	CLGN
ILMN_1674193	2016	EMX1
ILMN_1780132	57161	PELI2
ILMN_2060115	6653	SORL1
ILMN_1660317	10637	LEFTY1
ILMN_1756862	80833	APOL3
ILMN_1716382	387882	C12orf75
ILMN_1712766	51290	ERGIC2
ILMN_2334296	10068	IL18BP
ILMN_1680132	23705	CADM1
ILMN_1803773	4099	MAG
ILMN_1767365	5058	PAK1
ILMN_1804415	57228	SMAGP
ILMN_1761903	3787	KCNS1
ILMN_1656910	117854	TRIM6
ILMN_1744211	255189	PLA2G4F
ILMN_1668411	2274	FHL2
ILMN_1701173	9424	KCNK6
ILMN_1737561	10443	N4BP2L2
ILMN_2109197	23136	EPB41L3
ILMN_1681777	357	SHROOM2
ILMN_1679995	51678	MPP6
ILMN_1738093	84900	RNFT2
ILMN_2377900	4131	MAP1B
ILMN_1771622	50632	CALY
ILMN_1684585	2180	ACSL1
ILMN_1801443	25987	TSKU
ILMN_1812552	55331	ACER3
ILMN_1779685	40	ASIC2
ILMN_2145250	83955	NACAP1
ILMN_1689329	6319	SCD
ILMN_1694012	4831	NME2
ILMN_1699931	10870	HCST
ILMN_1803367	2122	MECOM
ILMN_1795336	9317	PTER
ILMN_1674640	10663	CXCR6
ILMN_1675448	677	ZFP36L1
ILMN_1667460	55959	SULF2
ILMN_1658301	54854	FAM83E
ILMN_1691466	7525	YES1
ILMN_1685009	3684	ITGAM
ILMN_1688877	9077	DIRAS3
ILMN_1733998	10170	DHRS9
ILMN_1741214	11247	NXPH4
ILMN_1711617	9535	GMFG
ILMN_1668247	4056	LTC4S
ILMN_1800590	582	BBS1
ILMN_2144401	89944	GLB1L2
ILMN_2199554	388692	LOC388692
ILMN_1693334	5033	P4HA1
ILMN_1781373	64135	IFIH1
ILMN_1739645	54443	ANLN
ILMN_2132982	3488	IGFBP5
ILMN_1789123	10733	PLK4
ILMN_1802205	388	RHOB
ILMN_1795963	29948	OSGIN1
ILMN_1732678	11081	KERA
ILMN_2121408	1839	HBEGF
ILMN_2152828	55614	KIF16B
ILMN_2152581	11329	STK38
ILMN_1709484	641	BLM
ILMN_1683635	85016	C11orf70
ILMN_1774256	10942	PRSS21
ILMN_1692684	6603	SMARCD2
ILMN_1672611	1009	CDH11
ILMN_2186061	5209	PFKFB3
ILMN_1761199	11309	SLCO2B1
ILMN_1790100	220042	C11orf82
ILMN_1653826	2258	FGF13
ILMN_1733045	9609	RAB36
ILMN_1798210	144455	E2F7
ILMN_1712708	91107	TRIM47
ILMN_1763638	8412	BCAR3
ILMN_2332250	11332	ACOT7
ILMN_1666420	168417	ZNF679
ILMN_1666904	57084	SLC17A6
ILMN_1746465	24147	FJX1
ILMN_1664630	1111	CHEK1
ILMN_1781626	716	C1S
ILMN_1725338	137075	CLDN23
ILMN_1718603	11283	CYP4F8
ILMN_1719756	7535	ZAP70
ILMN_2282352	5264	PHYH
ILMN_1701025	2052	EPHX1
ILMN_1729368	8325	FZD8
ILMN_2390338	10477	UBE2E3
ILMN_1748907	143630	UBQLNL
ILMN_1655796	115123	MARCH3
ILMN_1763011	79783	C7orf10
ILMN_1795300	389337	ARHGEF37
ILMN_1741954	64754	SMYD3
ILMN_1742382	9783	RIMS3
ILMN_1701170	8538	BARX2
ILMN_1698209	8540	AGPS
ILMN_1661599	54541	DDIT4
ILMN_1720158	2114	ETS2
ILMN_1730917	8564	KMO
ILMN_1762606	282679	AQP11
ILMN_1701461	7078	TIMP3
ILMN_1791328	27347	STK39
ILMN_1708041	79156	PLEKHF1
ILMN_1724437	23464	GCAT
ILMN_1809859	7703	PCGF2
ILMN_1715324	7923	HSD17B8
ILMN_1733415	8076	MFAP5
ILMN_1807034	796	CALCA
ILMN_1717990	800	CALD1
ILMN_1718734	4302	MLLT6
ILMN_1849186	619279	ZNF704
ILMN_1802819	55635	DEPDC1
ILMN_1712673	23328	SASH1
ILMN_1704084	8418	CMAHP
ILMN_1738207	1154	CISH
ILMN_1733174	100132057	LOC100132057
ILMN_1740319	83982	IFI27L2
ILMN_1726597	9750	FAM65B
ILMN_1652797	400451	FAM174B
ILMN_1713162	2946	GSTM2
ILMN_1671482	130589	GALM
ILMN_1803850	23555	TSPAN15
ILMN_1709747	9941	EXOG
ILMN_1698470	94056	SYAP1
ILMN_2310296	54058	C21orf58
ILMN_1673566	9510	ADAMTS1
ILMN_1804090	1468	SLC25A10
ILMN_1699585	27319	BHLHE22
ILMN_2340935	51186	WBP5
ILMN_1753507	84443	FRMPD3
ILMN_1702775	4041	LRP5
ILMN_1741356	144165	PRICKLE1
ILMN_1751034	162073	ITPRIPL2
ILMN_1726210	338328	GPIHBP1
ILMN_2153495	7477	WNT7B
ILMN_2072357	3664	IRF6
ILMN_1669409	11326	VSIG4
ILMN_1685540	57619	SHROOM3
ILMN_2189027	9388	LIPG
ILMN_1811426	83857	TMTC1
ILMN_1785170	9823	ARMCX2
ILMN_1729208	27018	NGFRAP1
ILMN_1836309	100289410	MCF2L-AS1
ILMN_1724052	730051	ZNF814
ILMN_1728923	2151	F2RL2
ILMN_1706434	440359	CSDAP1
ILMN_1659027	6513	SLC2A1
ILMN_1759743	124565	SLC38A10
ILMN_2305225	65009	NDRG4
ILMN_1684054	427	ASAH1
ILMN_1803945	10866	HCP5
ILMN_1721088	219995	MS4A15
ILMN_1697554	54440	SASH3
ILMN_1677038	79974	C7orf58
ILMN_1717197	917	CD3G
ILMN_1807016	9355	LHX2
ILMN_2412860	4173	MCM4
ILMN_1676575	10320	IKZF1
ILMN_1789558	51101	ZC2HC1A
ILMN_1753164	10526	IPO8
ILMN_1709717	131578	LRRC15
ILMN_1796417	440	ASNS
ILMN_1767446	57484	RNF150
ILMN_1741801	8317	CDC7
ILMN_2043060	23007	PLCH1
ILMN_1769092	55194	FAM176B
ILMN_1732799	947	CD34
ILMN_2325028	57489	ODF2L
ILMN_2071682	642938	FAM196A
ILMN_2083946	7039	TGFA
ILMN_1720604	22901	ARSG
ILMN_1720114	51053	GMNN
ILMN_1756723	29952	DPP7
ILMN_1785731	23542	MAPK8IP2
ILMN_1714445	6536	SLC6A9
ILMN_1778924	5136	PDE1A
ILMN_1704376	342035	GLDN
ILMN_2113074	51569	UFM1
ILMN_2354478	26999	CYFIP2
ILMN_1730101	23708	GSPT2
ILMN_1726574	27101	CACYBP
ILMN_1809417	78999	LRFN4
ILMN_1698015	6899	TBX1
ILMN_1779855	8630	HSD17B6
ILMN_1651498	10912	GADD45G
ILMN_1780060	8547	FCN3
ILMN_1689318	9891	NUAK1
ILMN_1782716	6318	SERPINB4
ILMN_1652825	3587	IL10RA
ILMN_1656185	54849	DEF8
ILMN_1779241	1428	CRYM
ILMN_1748057	79603	CERS4
ILMN_2299072	51747	LUC7L3
ILMN_2104784	2287	FKBP3
ILMN_1730546	2775	GNAO1
ILMN_1799467	219285	SAMD9L
ILMN_1695386	5889	RAD51C
ILMN_1694177	5111	PCNA
ILMN_1669362	3489	IGFBP6
ILMN_1670385	79861	TUBAL3
ILMN_1695588	3183	HNRNPC
ILMN_1795285	23338	PHF15
ILMN_1814221	4884	NPTX1
ILMN_2392274	3732	CD82
ILMN_1801307	8743	TNFSF10
ILMN_1700432	3707	ITPKB
ILMN_1813685	8934	RAB7L1
ILMN_2115005	221472	FGD2
ILMN_1727689	7127	TNFAIP2
ILMN_2367010	57211	GPR126
ILMN_1768732	79582	SPAG16
ILMN_1783285	1503	CTPS
ILMN_1726030	2882	GPX7
ILMN_1657451	6733	SRPK2
ILMN_1652456	26022	TMEM98
ILMN_1704760	9689	BZW1
ILMN_1684497	84795	PYROXD2
ILMN_1756501	6480	ST6GAL1
ILMN_1700515	284018	C17orf58
ILMN_2082762	606500	SNORD68
ILMN_1751572	7088	TLE1
ILMN_1701361	286343	LURAP1L
ILMN_1756374	6847	SYCP1
ILMN_1714952	80139	ZNF703
ILMN_1693985	56704	JPH1
ILMN_1803811	10221	TRIB1
ILMN_1760779	2029	ENSA
ILMN_1696432	3417	IDH1
ILMN_1733756	1303	COL12A1
ILMN_1751753	3418	IDH2
ILMN_2152257	6752	SSTR2
ILMN_1700896	8819	SAP30
ILMN_1739521	22871	NLGN1
ILMN_1760160	6804	STX1A
ILMN_1812031	5064	PALM
ILMN_1677906	100506248	LOC100506248
ILMN_1671295	83643	CCDC3
ILMN_1776490	78995	C17orf53
ILMN_1695606	1949	EFNB3
ILMN_1718932	4552	MTRR
ILMN_1652371	222223	KIAA1324L
ILMN_1769299	10903	MTMR11
ILMN_2129563	143458	LDLRAD3
ILMN_2384536	10455	ECI2
ILMN_1735816	1579	CYP4A11
ILMN_1736154	9762	ProSAPiP1
ILMN_1674706	10797	MTHFD2
ILMN_1710075	375061	FAM89A
ILMN_1660602	25912	C1orf43
ILMN_2148796	84057	MND1
ILMN_2083588	130502	TTC32
ILMN_1796013	5831	PYCR1
ILMN_1748538	8854	ALDH1A2
ILMN_2159172	646480	FABP9
ILMN_2326512	834	CASP1
ILMN_1755657	54922	RASIP1
ILMN_1681949	5156	PDGFRA
ILMN_1754920	352999	C6orf58
ILMN_1802654	83468	GLT8D2
ILMN_2331735	163	AP2B1
ILMN_2329927	9619	ABCG1
ILMN_2323979	10352	WARS2
ILMN_1747451	55344	PLCXD1
ILMN_2082273	8490	RGS5
ILMN_1783337	26063	DECR2
ILMN_1728049	140576	S100A16
ILMN_2372915	5029	P2RY2
ILMN_1722898	6423	SFRP2
ILMN_1655913	4925	NUCB2
ILMN_1797793	645	BLVRB
ILMN_1788701	11168	PSIP1
ILMN_1767448	10186	LHFP
ILMN_1710740	717	C2
ILMN_1706386	55630	SLC39A4
ILMN_2160476	6367	CCL22
ILMN_1673320	374864	C18orf34
ILMN_1679401	54795	TRPM4
ILMN_1768925	114899	C1QTNF3
ILMN_1794659	2524	FUT2
ILMN_1809998	285095	LOC285095
ILMN_2361603	57447	NDRG2
ILMN_1778831	4923	NTSR1
ILMN_1784871	2194	FASN
ILMN_1659913	3669	ISG20
ILMN_1673676	27131	SNX5
ILMN_1809889	150275	CCDC117
ILMN_1770865	80128	TRIM46
ILMN_2355953	11006	LILRB4
ILMN_1672148	57016	AKR1B10
ILMN_1758173	147184	TMEM99
ILMN_1726189	84689	MS4A14
ILMN_1680673	221294	NT5DC1
ILMN_1812968	54345	SOX18
ILMN_1806293	8825	LIN7A
ILMN_1772359	7805	LAPTM5
ILMN_2053415	3949	LDLR
ILMN_1754114	90024	FLJ20021
ILMN_1700728	200634	KRTCAP3
ILMN_2232712	4651	MYO10
ILMN_2050911	6583	SLC22A4
ILMN_1659122	7071	KLF10
ILMN_1709132	55250	ELP2
ILMN_1667430	8560	DEGS1
ILMN_1778599	11262	SP140
ILMN_1769556	4883	NPR3
ILMN_1722713	2192	FBLN1
ILMN_2139816	29899	GPSM2
ILMN_1771224	220134	SKA1
ILMN_1687247	64847	SPATA20
ILMN_1733453	23433	RHOQ
ILMN_2204940	338785	KRT79
ILMN_1682996	4013	VWA5A
ILMN_1757210	91860	CALML4
ILMN_1810275	9056	SLC7A7
ILMN_1790537	116028	RMI2
ILMN_1670870	214	ALCAM
ILMN_1699022	23052	ENDOD1
ILMN_1793474	3638	INSIG1
ILMN_1708672	39	ACAT2
ILMN_1767665	493869	GPX8
ILMN_2341815	10342	TFG
ILMN_2228845	56477	CCL28
ILMN_1677292	90355	C5orf30
ILMN_1813925	8996	NOL3
ILMN_1784884	11025	LILRB3
ILMN_2074044	5357	PLS1
ILMN_1765770	10388	SYCP2
ILMN_1694780	2644	GCHFR
ILMN_1717519	57158	JPH2
ILMN_2147105	440348	NPIPL2
ILMN_2185339	220074	LRTOMT
ILMN_2360415	5621	PRNP
ILMN_1810962	5796	PTPRK
ILMN_2400935	6876	TAGLN
ILMN_1781472	8476	CDC42BPA
ILMN_1678049	2244	FGB
ILMN_1714700	28951	TRIB2
ILMN_2279635	1982	EIF4G2
ILMN_2136495	144568	A2ML1
ILMN_2149226	857	CAV1
ILMN_2123743	2207	FCER1G
ILMN_1722673	56131	PCDHB4
ILMN_1811729	23624	CBLC
ILMN_2119692	51380	CSAD
ILMN_1710170	8612	PPAP2C
ILMN_2179726	90835	C16orf93
ILMN_1675130	4782	NFIC
ILMN_2249920	2534	FYN
ILMN_1672389	1429	CRYZ
ILMN_1684620	6676	SPAG4
ILMN_1720829	7538	ZFP36
ILMN_2196347	1027	CDKN1B
ILMN_1724213	203569	PAGE2
ILMN_1708029	51754	TMEM8B
ILMN_1655549	89790	SIGLEC10
ILMN_2206474	79953	SYNDIG1
ILMN_2218935	2861	GPR37
ILMN_2225698	4705	NDUFA10
ILMN_1724306	786	CACNG1
ILMN_2408415	6133	RPL9
ILMN_1719641	64094	SMOC2
ILMN_1747673	10633	RASL10A
ILMN_1728799	2203	FBP1
ILMN_1746664	55884	WSB2
ILMN_1727402	3059	HCLS1
ILMN_1682449	85460	ZNF518B
ILMN_1654570	83659	TEKT1
ILMN_1653447	170680	PSORS1C2
ILMN_1671337	6518	SLC2A5
ILMN_1779373	8343	HIST1H2BF
ILMN_1678720	151234	SULT1C2P1
ILMN_1689200	27294	DHDH
ILMN_1685625	7351	UCP2
ILMN_1759883	6726	SRP9
ILMN_1719883	57834	CYP4F11
ILMN_1658911	1176	AP3S1
ILMN_1652017	5475	PPEF1
ILMN_1712545	6274	S100A3
ILMN_2403237	1124	CHN2
ILMN_1654735	28232	SLCO3A1
ILMN_2224486	57415	C3orf14
