PROBEID	ENTREZ	SYMBOL
ILMN_2218648	55974	SLC50A1
ILMN_1739751	284129	SLC26A11
ILMN_2115218	55608	ANKRD10
ILMN_1784532	169044	COL22A1
ILMN_1699249	65251	ZNF649
ILMN_2396996	79717	PPCS
ILMN_1798458	23254	KAZN
ILMN_1721657	6251	RSU1
ILMN_1757106	10299	MARCH6
ILMN_2089875	7292	TNFSF4
ILMN_1762207	129049	SGSM1
ILMN_2370976	26509	MYOF
ILMN_1737604	55277	FGGY
ILMN_2113535	51449	PCYOX1
ILMN_1784436	80728	ARHGAP39
ILMN_1740938	348	APOE
ILMN_2358919	9540	TP53I3
ILMN_1710937	3428	IFI16
ILMN_2413644	116211	TM4SF19
ILMN_1847363	100288144	LOC100288144
ILMN_1913060	1240	CMKLR1
ILMN_2128428	1601	DAB2
ILMN_1680996	240	ALOX5
ILMN_1805132	57526	PCDH19
ILMN_1665775	54996	MARC2
ILMN_1716552	55740	ENAH
ILMN_1710064	195814	SDR16C5
ILMN_1771734	8833	GMPS
ILMN_2216815	9053	MAP7
ILMN_1787199	196446	C12orf28
ILMN_1714296	146754	DNAH2
ILMN_1752755	7450	VWF
ILMN_1761858	4281	MID1
ILMN_1763516	6691	SPINK2
ILMN_1690442	85019	TMEM241
ILMN_1807359	6320	CLEC11A
ILMN_1718621	10077	TSPAN32
ILMN_2221046	2760	GM2A
ILMN_1711928	80221	ACSF2
ILMN_1730351	400629	TEX19
ILMN_2402168	5394	EXOSC10
ILMN_1752793	10284	SAP18
ILMN_1760027	7454	WAS
ILMN_1727288	2125	EVPL
ILMN_1677607	6309	SC5DL
ILMN_1814281	57405	SPC25
ILMN_1724066	5330	PLCB2
ILMN_1811114	10993	SDS
ILMN_1796349	10924	SMPDL3A
ILMN_1791232	200734	SPRED2
ILMN_1779347	84253	GARNL3
ILMN_2341254	90627	STARD13
ILMN_2056087	3479	IGF1
ILMN_2309156	56937	PMEPA1
ILMN_1751086	25923	ATL3
ILMN_1800540	1604	CD55
ILMN_1702636	84617	TUBB6
ILMN_1662470	219738	C10orf35
ILMN_1668822	10538	BATF
ILMN_1688178	27341	RRP7A
ILMN_1677080	56912	IFT46
ILMN_1684873	414	ARSD
ILMN_1750145	7532	YWHAG
ILMN_1708151	8270	LAGE3
ILMN_1688606	51136	RNFT1
ILMN_1711439	11117	EMILIN1
ILMN_1716651	860	RUNX2
ILMN_1715693	100507460	LOC100507460
ILMN_1699750	79852	EPHX3
ILMN_2085922	7485	WRB
ILMN_1692295	64005	MYO1G
ILMN_1778876	23116	FAM179B
ILMN_1653319	4157	MC1R
ILMN_2200659	387066	SNHG5
ILMN_1692058	4692	NDN
ILMN_1670490	10630	PDPN
ILMN_2275803	201255	LRRC45
ILMN_1678423	53340	SPA17
ILMN_2375484	132864	CPEB2
ILMN_1802951	83540	NUF2
ILMN_1678757	618	BCYRN1
ILMN_2220739	55002	TMCO3
ILMN_1734542	5016	OVGP1
ILMN_1713454	79891	ZNF671
ILMN_1775822	5155	PDGFB
ILMN_1702835	6451	SH3BGRL
ILMN_2410516	5494	PPM1A
ILMN_1703041	3425	IDUA
ILMN_1690523	55222	LRRC20
ILMN_2249288	261726	TIPRL
ILMN_2365569	3382	ICA1
ILMN_1718387	4014	LOR
ILMN_1747305	155038	GIMAP8
ILMN_1765258	3133	HLA-E
ILMN_1792978	3037	HAS2
ILMN_1792168	2582	GALE
ILMN_2372681	4105	MAGEA6
ILMN_1685709	128218	TMEM125
ILMN_1707337	55154	MSTO1
ILMN_1659371	150	ADRA2A
ILMN_1731353	79586	CHPF
ILMN_1768754	29990	PILRB
ILMN_1670807	157638	FAM84B
ILMN_1706521	1455	CSNK1G2
ILMN_1742705	201266	SLC39A11
ILMN_2332553	253827	MSRB3
ILMN_1736585	10972	TMED10
ILMN_2142185	161198	CLEC14A
ILMN_1733937	23531	MMD
ILMN_2395981	149628	PYHIN1
ILMN_1784467	23225	NUP210
ILMN_1747935	2804	GOLGB1
ILMN_1806349	6535	SLC6A8
ILMN_1702585	6418	SET
ILMN_2073592	23066	CAND2
ILMN_1745994	8522	GAS7
ILMN_1699852	283848	CES4A
ILMN_1746265	23098	SARM1
ILMN_1656628	10785	WDR4
ILMN_1703327	9051	PSTPIP1
ILMN_1669070	4285	MIPEP
ILMN_2361478	10611	PDLIM5
ILMN_2312340	10288	LILRB2
ILMN_1771333	961	CD47
ILMN_1662932	3936	LCP1
ILMN_1731745	4815	NINJ2
ILMN_1802708	11119	BTN3A1
ILMN_2411915	23192	ATG4B
ILMN_1699887	6768	ST14
ILMN_1745964	3656	IRAK2
ILMN_1753490	282973	JAKMIP3
ILMN_1729019	989	SEPT7
ILMN_1816342	100462977	MTRNR2L1
ILMN_2381476	51062	ATL1
ILMN_1814557	7227	TRPS1
ILMN_2389155	7360	UGP2
ILMN_1690566	83937	RASSF4
ILMN_2349061	3665	IRF7
ILMN_2380237	114897	C1QTNF1
ILMN_2211739	6565	SLC15A2
ILMN_1788931	81704	DOCK8
ILMN_1746241	6391	SDHC
ILMN_1656378	9397	NMT2
ILMN_1759023	7466	WFS1
ILMN_1769926	1627	DBN1
ILMN_1782488	79621	RNASEH2B
ILMN_1805543	56999	ADAMTS9
ILMN_1769704	642477	FLJ39632
ILMN_2110252	10360	NPM3
ILMN_1699603	6182	MRPL12
ILMN_1741572	10270	AKAP8
ILMN_2150894	219	ALDH1B1
ILMN_2380588	10591	C6orf108
ILMN_2358540	5937	RBMS1
ILMN_1653292	5210	PFKFB4
ILMN_1670439	84248	FYTTD1
ILMN_1661346	3178	HNRNPA1
ILMN_1654441	4942	OAT
ILMN_1680774	728392	LOC728392
ILMN_1741430	4109	MAGEA10
ILMN_1704554	643733	LOC643733
ILMN_1721605	56950	SMYD2
ILMN_1763670	83941	TM2D1
ILMN_2400613	51375	SNX7
ILMN_1801710	54518	APBB1IP
ILMN_1810716	2676	GFRA3
ILMN_1783621	129607	CMPK2
ILMN_1782419	2791	GNG11
ILMN_2323944	83541	FAM110A
ILMN_2214678	4084	MXD1
ILMN_2406106	783	CACNB2
ILMN_1702783	6627	SNRPA1
ILMN_1741711	9980	DOPEY2
ILMN_1682176	7123	CLEC3B
ILMN_2295518	7216	TRO
ILMN_1740005	5345	SERPINF2
ILMN_2060145	79977	GRHL2
ILMN_1674135	9649	RALGPS1
ILMN_1665095	26012	NELF
ILMN_1670302	3101	HK3
ILMN_1673681	113235	SLC46A1
ILMN_1718629	8204	NRIP1
ILMN_1759084	55656	INTS8
ILMN_2276952	1831	TSC22D3
ILMN_1677768	5447	POR
ILMN_1781374	7286	TUFT1
ILMN_1733875	146923	RUNDC1
ILMN_1698725	257019	FRMD3
ILMN_1756071	4240	MFGE8
ILMN_1801246	8519	IFITM1
ILMN_2193980	10058	ABCB6
ILMN_1779706	7159	TP53BP2
ILMN_2391419	23224	SYNE2
ILMN_1701269	509	ATP5C1
ILMN_1690101	55179	FAIM
ILMN_1714602	942	CD86
ILMN_1800512	3162	HMOX1
ILMN_1704056	85495	RPPH1
ILMN_1704753	2034	EPAS1
ILMN_1774028	9650	MTFR1
ILMN_1749553	954	ENTPD2
ILMN_2323087	11030	RBPMS
ILMN_1742461	6675	UAP1
ILMN_1750563	51148	CERCAM
ILMN_1725510	1718	DHCR24
ILMN_1686464	353189	SLCO4C1
ILMN_1813517	85455	DISP2
ILMN_1802653	10148	EBI3
ILMN_1788778	55752	SEPT11
ILMN_2384544	8751	ADAM15
ILMN_1719998	81571	MIR600HG
ILMN_1721762	8807	IL18RAP
ILMN_1727540	55732	C1orf112
ILMN_1691111	124044	SPATA2L
ILMN_1815032	83595	SOX7
ILMN_1715864	4810	NHS
ILMN_1770641	26249	KLHL3
ILMN_1776337	26973	CHORDC1
ILMN_1701052	27175	TUBG2
ILMN_1773059	25960	GPR124
ILMN_2411076	9782	MATR3
ILMN_2115862	339768	ESPNL
ILMN_1667748	341405	ANKRD33
ILMN_1700549	11160	ERLIN2
ILMN_1652246	23148	NACAD
ILMN_1739496	5396	PRRX1
ILMN_1664577	1738	DLD
ILMN_1685124	79600	TCTN1
ILMN_1797191	9674	KIAA0040
ILMN_1692651	5245	PHB
ILMN_1707156	9209	LRRFIP2
ILMN_2295987	55672	NBPF1
ILMN_1675979	27303	RBMS3
ILMN_2130635	80020	FOXRED2
ILMN_1769245	11010	GLIPR1
ILMN_1692956	6181	RPLP2
ILMN_1786722	25946	ZNF385A
ILMN_1654398	23179	RGL1
ILMN_1804737	55225	RAVER2
ILMN_1785756	3014	H2AFX
ILMN_1809496	26958	COPG2
ILMN_1709800	22932	POMZP3
ILMN_1799246	390321	OR6C1
ILMN_1670638	26207	PITPNC1
ILMN_1754864	83733	SLC25A18
ILMN_1684114	286016	TPI1P2
ILMN_2274923	4338	MOCS2
ILMN_1799150	333926	PPM1J
ILMN_1776998	55466	DNAJA4
ILMN_1676897	116835	HSPA12B
ILMN_1815570	3203	HOXA6
ILMN_1815673	27122	DKK3
ILMN_1735996	50507	NOX4
ILMN_1727532	56944	OLFML3
ILMN_2402600	169792	GLIS3
ILMN_1705208	480	ATP1A4
ILMN_1804673	9122	SLC16A4
ILMN_1673998	6751	SSTR1
ILMN_2413158	5420	PODXL
ILMN_2226304	57182	ANKRD50
ILMN_1691156	4489	MT1A
ILMN_2345908	1663	DDX11
ILMN_1670145	1687	DFNA5
ILMN_1739794	916	CD3E
ILMN_1729987	6714	SRC
ILMN_1732516	9735	KNTC1
ILMN_2401878	11221	DUSP10
ILMN_1803197	117177	RAB3IP
ILMN_1797021	144110	TMEM86A
ILMN_1724493	256586	LYSMD2
ILMN_2391512	27163	NAAA
ILMN_2409451	10787	NCKAP1
ILMN_1722218	79143	MBOAT7
ILMN_2105919	2247	FGF2
ILMN_1813671	6576	SLC25A1
ILMN_1744403	30818	KCNIP3
ILMN_2167011	55862	ECHDC1
ILMN_2278653	284443	ZNF493
ILMN_2399431	5634	PRPS2
ILMN_1689336	3206	HOXA10
ILMN_1733851	147906	DACT3
ILMN_1697309	653361	NCF1
ILMN_1724994	1284	COL4A2
ILMN_1696590	10164	CHST4
ILMN_1696585	55612	FERMT1
ILMN_1772876	55893	ZNF395
ILMN_2368971	5718	PSMD12
ILMN_1740920	36	ACADSB
ILMN_1718853	7385	UQCRC2
ILMN_1778803	54469	ZFAND6
ILMN_1664718	1595	CYP51A1
ILMN_2168347	2057	EPOR
ILMN_2277523	23181	DIP2A
ILMN_1655077	639	PRDM1
ILMN_2150402	169200	TMEM64
ILMN_1774066	85014	TMEM141
ILMN_2396948	29893	PSMC3IP
ILMN_1814194	6925	TCF4
ILMN_2176502	219699	UNC5B
ILMN_1908133	100288273	LOC100288273
ILMN_1712530	8165	AKAP1
ILMN_2151739	847	CAT
ILMN_2203491	9427	ECEL1
ILMN_1654396	3689	ITGB2
ILMN_2398388	51107	APH1A
ILMN_1737124	8899	PRPF4B
ILMN_1677429	117581	TWIST2
ILMN_1708348	101	ADAM8
ILMN_1749014	47	ACLY
ILMN_1749044	81607	PVRL4
ILMN_1701966	286467	LOC286467
ILMN_1677962	10243	GPHN
ILMN_2367113	839	CASP6
ILMN_1770653	114569	MAL2
ILMN_2077680	125875	CLDND2
ILMN_1715927	128434	VSTM2L
ILMN_1727284	920	CD4
ILMN_2350574	91663	MYADM
ILMN_1799725	1794	DOCK2
ILMN_2135258	10411	RAPGEF3
ILMN_1669747	10497	UNC13B
ILMN_1690807	57496	MKL2
ILMN_1686116	7057	THBS1
ILMN_1790197	54621	VSIG10
ILMN_1710752	93100	NAPRT1
ILMN_1665538	6502	SKP2
ILMN_1772189	215	ABCD1
ILMN_2052871	89894	TMEM116
ILMN_1758672	83641	FAM107B
ILMN_1791306	414328	C9orf103
ILMN_1808707	6624	FSCN1
ILMN_1775345	135295	SRSF12
ILMN_2245676	689	BTF3
ILMN_1659682	2585	GALK2
ILMN_1705261	823	CAPN1
ILMN_1730523	84331	FAM195A
ILMN_1783684	5928	RBBP4
ILMN_1814998	440915	POTEKP
ILMN_1682459	10382	TUBB4A
ILMN_1700448	6493	SIM2
ILMN_1729288	114904	C1QTNF6
ILMN_2066756	54892	NCAPG2
ILMN_2129161	2615	LRRC32
ILMN_2414325	25816	TNFAIP8
ILMN_1790455	4059	BCAM
ILMN_1687887	5704	PSMC4
ILMN_1736911	7111	TMOD1
ILMN_1727315	57706	DENND1A
ILMN_2059689	113452	TMEM54
ILMN_1697703	84842	HPDL
ILMN_1783598	81617	CAB39L
ILMN_1671353	3592	IL12A
ILMN_2256953	54897	CASZ1
ILMN_1663145	408050	NOMO3
ILMN_1772123	31	ACACA
ILMN_1759008	115509	ZNF689
ILMN_1711102	10678	B3GNT2
ILMN_1757882	84988	PPP1R16A
ILMN_2361096	1641	DCX
ILMN_1778691	7072	TIA1
ILMN_2389810	286410	ATP11C
ILMN_1691731	54625	PARP14
ILMN_1693242	162979	ZNF296
ILMN_1710315	9722	NOS1AP
ILMN_1799535	2705	GJB1
ILMN_1801387	8089	YEATS4
ILMN_2415583	90161	HS6ST2
ILMN_2195482	784	CACNB3
ILMN_1807825	9450	LY86
ILMN_1780667	25886	POC1A
ILMN_1781039	9559	VPS26A
ILMN_1724533	23643	LY96
ILMN_2374244	8445	DYRK2
ILMN_1787919	29780	PARVB
ILMN_1695851	64098	PARVG
ILMN_2185845	84446	BRSK1
ILMN_1794492	3223	HOXC6
ILMN_1732151	1291	COL6A1
ILMN_1755075	3422	IDI1
ILMN_1662158	51121	RPL26L1
ILMN_1671142	8111	GPR68
ILMN_1654001	79677	SMC6
ILMN_1730572	9987	HNRPDL
ILMN_1764723	285590	SH3PXD2B
ILMN_1678842	7058	THBS2
ILMN_2311796	26136	TES
ILMN_2043109	7152	TOP1P2
ILMN_1767142	54816	ZNF280D
ILMN_2218208	8404	SPARCL1
ILMN_2206272	728294	D2HGDH
ILMN_2056815	339398	LINGO4
ILMN_1721801	54332	GDAP1
ILMN_1745423	57050	UTP3
ILMN_1716704	84166	NLRC5
ILMN_2400500	29956	CERS2
ILMN_1795835	338758	LOC338758
ILMN_1705892	4068	SH2D1A
ILMN_1691413	4826	NNAT
ILMN_1815130	85377	MICALL1
ILMN_1768940	1306	COL15A1
ILMN_2318011	5684	PSMA3
ILMN_1750294	8756	ADAM7
ILMN_2400407	1272	CNTN1
ILMN_1798543	9262	STK17B
ILMN_1786532	10175	CNIH
ILMN_2154950	23090	ZNF423
ILMN_1681670	291	SLC25A4
ILMN_1703301	653479	MRPL45P2
ILMN_1652846	5833	PCYT2
ILMN_1727248	64423	INF2
ILMN_1753823	53342	IL17D
ILMN_1751328	286077	FAM83H
ILMN_2141807	90417	C15orf23
ILMN_1796682	10039	PARP3
ILMN_1779711	51514	DTL
ILMN_1810225	57654	KIAA1530
ILMN_1736112	79658	ARHGAP10
ILMN_2232157	10650	SLMO1
ILMN_2347424	129642	MBOAT2
ILMN_2412101	5571	PRKAG1
ILMN_1771688	338382	RAB7B
ILMN_2072178	79746	ECHDC3
ILMN_1758938	1318	SLC31A2
ILMN_1671843	84722	PSRC1
ILMN_2414399	4830	NME1
ILMN_1737406	1316	KLF6
ILMN_1790014	284207	METRNL
ILMN_1774229	6545	SLC7A4
ILMN_1778561	7465	WEE1
ILMN_1777397	4487	MSX1
ILMN_1687442	23043	TNIK
ILMN_1660364	27128	CYTH4
ILMN_1659524	29078	NDUFAF4
ILMN_1715583	23246	BOP1
ILMN_1803560	7462	LAT2
ILMN_1787127	124935	SLC43A2
ILMN_1785330	23677	SH3BP4
ILMN_2112128	5596	MAPK4
ILMN_1670925	124637	CYB5D1
ILMN_1781155	4067	LYN
ILMN_1779381	55176	SEC61A2
ILMN_1814710	26167	PCDHB5
ILMN_1748303	4586	MUC5AC
ILMN_1750636	6231	RPS26
ILMN_2094587	9101	USP8
ILMN_2121816	7107	GPR137B
ILMN_2210129	5557	PRIM1
ILMN_1763603	283635	FAM177A1
ILMN_2401779	399665	FAM102A
ILMN_1778796	159	ADSS
ILMN_1678215	57381	RHOJ
ILMN_1800697	9079	LDB2
ILMN_1674231	8208	CHAF1B
ILMN_1736327	10602	CDC42EP3
ILMN_1752639	29957	SLC25A24
ILMN_1762718	146223	CMTM4
ILMN_1718633	91355	LRP5L
ILMN_1658182	51320	MEX3C
ILMN_1788203	23462	HEY1
ILMN_1675085	55236	UBA6
ILMN_1752668	23500	DAAM2
ILMN_2255579	326624	RAB37
ILMN_1671600	54869	EPS8L1
ILMN_1665510	54206	ERRFI1
ILMN_2400947	10659	CELF2
ILMN_1707070	5118	PCOLCE
ILMN_1675268	4038	LRP4
ILMN_2055330	55083	KIF26B
ILMN_1699357	6584	SLC22A5
ILMN_1763228	4209	MEF2D
ILMN_1750181	54997	TESC
ILMN_1748904	9589	WTAP
ILMN_2101025	7626	ZNF75D
ILMN_2411127	54059	YBEY
ILMN_2184064	91947	ARRDC4
ILMN_1710553	256472	TMEM151A
ILMN_1723020	4214	MAP3K1
ILMN_1663281	79986	ZNF702P
ILMN_2043079	286676	ILDR1
ILMN_1680856	10046	MAMLD1
ILMN_2049536	51393	TRPV2
ILMN_1808587	463	ZFHX3
ILMN_1731612	51377	UCHL5
ILMN_1703408	7976	FZD3
ILMN_1653711	2535	FZD2
ILMN_1699980	90139	TSPAN18
ILMN_1737041	3026	HABP2
ILMN_2337336	5819	PVRL2
ILMN_1787885	79873	NUDT18
ILMN_1741171	83877	TM2D2
ILMN_2362581	22862	FNDC3A
ILMN_1760647	3200	HOXA3
ILMN_2066151	7010	TEK
ILMN_1681252	284029	LINC00324
ILMN_1789944	192111	PGAM5
ILMN_1776157	5414	SEPT4
ILMN_1706687	51088	KLHL5
ILMN_1672004	10140	TOB1
ILMN_1657302	6817	SULT1A1
ILMN_1672650	5315	PKM2
ILMN_1658926	4854	NOTCH3
ILMN_1667298	201229	C17orf108
ILMN_1781001	9021	SOCS3
ILMN_2080080	256714	MAP7D2
ILMN_1786470	148304	C1orf74
ILMN_1747934	51477	ISYNA1
ILMN_1752526	255488	RNF144B
ILMN_2094313	29800	ZDHHC1
ILMN_1748105	1642	DDB1
ILMN_1775008	9918	NCAPD2
ILMN_1652602	256329	C11orf35
ILMN_1657683	84886	C1orf198
ILMN_2100689	6416	MAP2K4
ILMN_1765159	255520	ELMOD2
ILMN_1745841	10147	SUGP2
ILMN_1778543	1719	DHFR
ILMN_1782069	22906	TRAK1
ILMN_1771149	9801	MRPL19
ILMN_1672908	7291	TWIST1
ILMN_2234710	144608	C12orf60
ILMN_1714170	80176	SPSB1
ILMN_1768814	89857	KLHL6
ILMN_1660663	1859	DYRK1A
ILMN_1731137	10190	TXNDC9
ILMN_2203588	4636	MYL5
ILMN_1691436	644	BLVRA
ILMN_1666634	11124	FAF1
ILMN_1681857	58498	MYL7
ILMN_1702858	137872	ADHFE1
ILMN_2337740	56995	TULP4
ILMN_1795838	55286	C4orf19
ILMN_1669502	1871	E2F3
ILMN_1678781	115703	ARHGAP33
ILMN_1666546	11072	DUSP14
ILMN_2065773	6447	SCG5
ILMN_1718558	64761	PARP12
ILMN_1737089	726	CAPN5
ILMN_2169839	7555	CNBP
ILMN_1770290	1265	CNN2
ILMN_1658399	10219	KLRG1
ILMN_1700888	5167	ENPP1
ILMN_1659923	2776	GNAQ
ILMN_1694400	4481	MSR1
ILMN_1655733	5982	RFC2
ILMN_1733847	8811	GALR2
ILMN_1815169	4174	MCM5
ILMN_1695959	59271	C21orf63
ILMN_1722781	1960	EGR3
ILMN_1695991	8292	COLQ
ILMN_1766275	5293	PIK3CD
ILMN_2179778	90102	PHLDB2
ILMN_1708016	116151	FAM210B
ILMN_1754894	128346	C1orf162
ILMN_2085012	28959	TMEM176B
ILMN_1655821	822	CAPG
ILMN_1917341	5784	PTPN14
ILMN_1756443	3623	INHA
ILMN_1753143	85415	RHPN2
ILMN_1678095	27293	SMPDL3B
ILMN_1805225	10162	LPCAT3
ILMN_1745779	255758	TCTEX1D2
ILMN_1782403	55771	PRR11
ILMN_1760718	83637	ZMIZ2
ILMN_1706410	135458	HUS1B
ILMN_1761486	79866	BORA
ILMN_2405602	114876	OSBPL1A
ILMN_2070044	152926	PPM1K
ILMN_1794364	1521	CTSW
ILMN_1774432	92675	DTD1
ILMN_1694075	1647	GADD45A
ILMN_2188521	25945	PVRL3
ILMN_1736704	85458	DIXDC1
ILMN_1698185	197335	WDR90
ILMN_2263466	37	ACADVL
ILMN_1655663	10609	LEPREL4
ILMN_1769702	8733	GPAA1
ILMN_1719256	1163	CKS1B
ILMN_1653283	351	APP
ILMN_1773119	899	CCNF
ILMN_1741224	283554	GPR137C
ILMN_1668507	23576	DDAH1
ILMN_1663092	10370	CITED2
ILMN_2363450	124056	NOXO1
ILMN_1696843	613037	LOC613037
ILMN_1679912	285381	DPH3
ILMN_1746864	9595	CYTIP
ILMN_2115633	51293	CD320
ILMN_1793146	55246	CCDC25
ILMN_1741054	8884	SLC5A6
ILMN_1773650	54674	LRRN3
ILMN_1773307	266812	NAP1L5
ILMN_1660890	33	ACADL
ILMN_1815346	219902	TMEM136
ILMN_1693717	9501	RPH3AL
ILMN_1691053	6187	RPS2
ILMN_1703913	667	DST
ILMN_1684210	57185	NIPAL3
ILMN_1658027	8438	RAD54L
ILMN_1785405	63910	SLC17A9
ILMN_1773952	440910	LOC440910
ILMN_2328972	1789	DNMT3B
ILMN_1697710	27178	IL37
ILMN_1813801	5700	PSMC1
ILMN_1678939	8875	VNN2
ILMN_1754332	85389	SNORD14C
ILMN_1703374	89796	NAV1
ILMN_1702372	128822	CST9
ILMN_1709287	55152	DALRD3
ILMN_1661940	23261	CAMTA1
ILMN_1727055	55010	PARPBP
ILMN_1764577	4242	MFNG
ILMN_1774974	23059	CLUAP1
ILMN_1733276	10800	CYSLTR1
ILMN_1753426	23247	KIAA0556
ILMN_1704196	1829	DSG2
ILMN_2224833	79602	ADIPOR2
ILMN_1655565	167127	UGT3A2
ILMN_1710216	57099	AVEN
ILMN_1689831	54508	FLJ11235
ILMN_1749131	5169	ENPP3
ILMN_1734707	166012	CHST13
ILMN_1719972	55558	PLXNA3
ILMN_1743032	1520	CTSS
ILMN_1804611	90488	C12orf23
ILMN_1803855	23017	FAIM2
ILMN_2086105	81848	SPRY4
ILMN_1798256	7378	UPP1
ILMN_2367753	493	ATP2B4
ILMN_1703074	1362	CPD
ILMN_1708006	4277	MICB
ILMN_1651958	4256	MGP
ILMN_1789871	197350	CASP16
ILMN_1701441	1902	LPAR1
ILMN_1744614	55200	PLEKHG6
ILMN_1776213	285704	RGMB
ILMN_1772218	3113	HLA-DPA1
ILMN_1694432	1397	CRIP2
ILMN_1810486	83871	RAB34
ILMN_1697793	55333	SYNJ2BP
ILMN_1810560	26471	NUPR1
ILMN_1761474	220988	HNRNPA3
ILMN_1709683	9770	RASSF2
ILMN_1894057	100128788	LOC100128788
ILMN_1801341	201625	DNAH12
ILMN_1781560	10402	ST3GAL6
ILMN_1679268	57162	PELI1
ILMN_2289849	2212	FCGR2A
ILMN_1783798	2622	GAS8
ILMN_1806502	7718	ZNF165
ILMN_1737025	23228	PLCL2
ILMN_1716026	54470	ARMCX6
ILMN_1695604	285761	DCBLD1
ILMN_1779448	80303	EFHD1
ILMN_1815292	6129	RPL7
ILMN_2205963	64115	C10orf54
ILMN_2351795	753	C18orf1
ILMN_1782754	9506	PAGE4
ILMN_1764788	7133	TNFRSF1B
ILMN_1685371	25870	SUMF2
ILMN_1812477	8448	DOC2A
ILMN_1720858	58527	C6orf115
ILMN_2067852	7779	SLC30A1
ILMN_2145280	50619	DEF6
ILMN_1696546	8321	FZD1
ILMN_1682957	29763	PACSIN3
ILMN_1711223	100505702	LOC100505702
ILMN_1675483	51281	ANKMY1
ILMN_1736441	57026	PDXP
ILMN_1703946	136	ADORA2B
ILMN_1683492	55065	SLC52A1
ILMN_1711157	4855	NOTCH4
ILMN_1752968	3913	LAMB2
ILMN_1773200	9738	CCP110
ILMN_1787718	376497	SLC27A1
ILMN_1666609	23326	USP22
ILMN_1736597	7086	TKT
ILMN_1776105	5723	PSPH
ILMN_2217513	79411	GLB1L
ILMN_2103685	55789	DEPDC1B
ILMN_1709479	10413	YAP1
ILMN_1803036	6894	TARBP1
ILMN_2358560	26230	TIAM2
ILMN_1671250	25932	CLIC4
ILMN_1693650	2242	FES
ILMN_2044226	5530	PPP3CA
ILMN_2349658	706	TSPO
ILMN_1806752	130271	PLEKHH2
ILMN_1788291	222662	LHFPL5
ILMN_1808122	114900	C1QTNF4
ILMN_1731561	64221	ROBO3
ILMN_1652929	23126	POGZ
ILMN_2254635	3687	ITGAX
ILMN_1710676	26271	FBXO5
ILMN_1778240	54438	GFOD1
ILMN_1687533	10507	SEMA4D
ILMN_2086077	3726	JUNB
ILMN_2094166	51510	CHMP5
ILMN_1708611	5962	RDX
ILMN_2090782	2653	GCSH
ILMN_1742866	2149	F2R
ILMN_2377185	6923	TCEB2
ILMN_1657697	56681	SAR1A
ILMN_1738468	3792	KEL
ILMN_2092850	10855	HPSE
ILMN_1779071	9638	FEZ1
ILMN_1724658	664	BNIP3
ILMN_1744604	1535	CYBA
ILMN_2074258	580	BARD1
ILMN_1726245	7048	TGFBR2
ILMN_1725105	9521	EEF1E1
ILMN_1732468	22824	HSPA4L
ILMN_1801504	861	RUNX1
ILMN_2189406	348110	C15orf38
ILMN_1702229	27439	CECR6
ILMN_2402416	10049	DNAJB6
ILMN_1684887	64092	SAMSN1
ILMN_1769201	1999	ELF3
ILMN_1698441	23522	KAT6B
ILMN_1659405	6160	RPL31
ILMN_1671568	55268	ECHDC2
ILMN_1669617	2887	GRB10
ILMN_1752510	10144	FAM13A
ILMN_1728785	221395	GPR116
ILMN_1657317	5439	POLR2J
ILMN_1734991	5495	PPM1B
ILMN_2357770	6917	TCEA1
ILMN_1685480	6897	TARS
ILMN_1765833	9351	SLC9A3R2
ILMN_1658619	23286	WWC1
ILMN_1791569	5361	PLXNA1
ILMN_1713751	8728	ADAM19
ILMN_1781966	23762	OSBP2
ILMN_1771120	120224	TMEM45B
ILMN_1759075	23495	TNFRSF13B
ILMN_1770454	375790	AGRN
ILMN_2363498	51599	LSR
ILMN_1700681	83692	CD99L2
ILMN_1654322	483	ATP1B3
ILMN_1763461	501	ALDH7A1
ILMN_2198413	26579	MYEOV
ILMN_1731699	376267	RAB15
ILMN_1813100	57221	KIAA1244
ILMN_1664176	10516	FBLN5
ILMN_2095660	80008	TMEM156
ILMN_1761456	79868	ALG13
ILMN_1677376	55636	CHD7
ILMN_1782050	1052	CEBPD
ILMN_1741970	3728	JUP
ILMN_2321064	581	BAX
ILMN_1671106	2701	GJA4
ILMN_1793384	3716	JAK1
ILMN_2191967	6703	SPRR2D
ILMN_1814213	130814	PQLC3
ILMN_1792972	90594	ZNF439
ILMN_1776582	5165	PDK3
ILMN_2230566	10966	RAB40B
ILMN_2374687	5783	PTPN13
ILMN_2315979	81606	LBH
ILMN_1685917	51705	EMCN
ILMN_1668417	7456	WIPF1
ILMN_1810922	5116	PCNT
ILMN_2046315	11345	GABARAPL2
ILMN_1660125	57713	SFMBT2
ILMN_1759670	23600	AMACR
ILMN_1796216	22846	VASH1
ILMN_1753312	84898	PLXDC2
ILMN_1678535	2099	ESR1
ILMN_1764690	4922	NTS
ILMN_1690253	79933	SYNPO2L
ILMN_1734176	1081	CGA
ILMN_1716803	138046	RALYL
ILMN_2406656	2625	GATA3
ILMN_1753910	83690	CRISPLD1
ILMN_1766650	3169	FOXA1
ILMN_2407703	6853	SYN1
ILMN_2161330	25803	SPDEF
ILMN_1815527	3045	HBD
ILMN_1674097	645037	GAGE2B
ILMN_1779043	59285	CACNG6
ILMN_1783832	2578	GAGE6
ILMN_1805003	7363	UGT2B4
ILMN_1721218	3860	KRT13
